,Unnamed: 0,Application ID,Project Name,Name of Approved Vendor,group,lat,lon,Size (kW AC),Address,Ordinal,Lottery Status,Block,Queue Number,Small Subscribers,formatted_address,accuracy,type,clean_add,man_update,town,lat_deg_dec_min,lon_deg_dec_min,area_ov,field_ID,shape_file_ID,CALCACRES,geometry
4,430,1437,705 E Goodenow Road - Will East,"Borrego Solar Systems, Inc.",B,41.388219799999995,-87.595618,2000.0,"705 E Goodenow Rd, Beecher, IL  60401",61,Accepted,3.0,,Yes,"705 E Goodenow Rd, Beecher, IL 60401, USA",ROOFTOP,street_address,"705 E Goodenow Rd, Beecher, IL  60401",0.0,,,,2822.893641482766,11582,98,155.25,"POLYGON ((951807.644997569 4596363.804634637, 951806.1672808523 4596328.062260497, 951831.1812441458 4596317.037455309, 951851.4507476956 4596245.700676516, 951954.2402613066 4596254.116315755, 951959.7255174239 4596322.137154677, 951948.1533308444 4596341.75194966, 951948.6713279425 4596373.747781071, 952095.3217819855 4596384.089624871, 952197.8062087432 4596391.317558492, 952499.6704272334 4596412.604157493, 952546.3973541267 4595611.184148319, 952378.5104963289 4595599.524635507, 952183.6078713129 4595585.785951879, 951782.6860631775 4595551.707241772, 951749.4007696505 4595548.611824585, 951748.1846799213 4595548.527369603, 951740.8913209916 4595671.704603976, 951693.6185378525 4596357.246216375, 951807.644997569 4596363.804634637))"
5,444,2271,Beecher Sun,"Community Power Group, LLC",B,41.3300318,-87.6164784,2000.0,"30913 S Dixie Highway, Beecher, IL  60401",78,Accepted,4.0,Q17-00601,Yes,"30913 S Dixie Hwy, Beecher, IL 60401, USA",ROOFTOP,street_address,"30913 S Dixie Highway, Beecher, IL  60401",0.0,,,,2733.412687757595,6057,98,35.21,"POLYGON ((950983.8832641183 4589415.061422552, 950987.7557353103 4589313.233056142, 950541.2318792188 4589283.534629513, 950545.0281996082 4589320.807578646, 950565.1832490939 4589462.587028406, 950566.335194786 4589537.962362169, 950565.5787387054 4589567.262337219, 950588.0361775381 4589593.067984697, 950645.4917189882 4589611.092066424, 950837.5235571398 4589657.596344006, 950885.7868102153 4589660.944610422, 950932.1814726943 4589682.030038349, 950963.7240647693 4589714.84711826, 950983.8832641183 4589415.061422552))"
6,485,2380,"Monee Pauling Solar 1, LLC","Soltage IL Devco, LLC",B,41.3980965,-87.7281491,2000.0,"27099-26791 S. Will Center Road, Monee, IL  60449",123,Waitlist,,18-00137,Yes,"27099 S Will Center Rd, Monee, IL 60449, USA",RANGE_INTERPOLATED,street_address,"27099-26791 S. Will Center Road, Monee, IL  60449",0.0,,,,368.91817194288166,7154,98,75.83,"POLYGON ((940806.8435471443 4597191.76389166, 941120.2857768417 4597210.744290711, 941176.2303859944 4596415.39950608, 940926.6890636343 4596398.066472035, 940921.9857918695 4596487.288368875, 940931.4395004318 4596498.153432606, 940942.6391650997 4596520.624230333, 940941.4924314728 4596537.133235494, 940934.2956825617 4596567.258554202, 940929.6387694469 4596597.560290328, 940925.211520067 4596606.185118325, 940908.7907324075 4596603.768446508, 940892.6345820181 4596597.542007755, 940893.8345681515 4596561.89596224, 940876.1438631814 4596559.391089587, 940867.4308280933 4596556.233770246, 940872.4405628709 4596520.852365589, 940865.0846590654 4596516.513268834, 940869.389699972 4596491.291311402, 940913.1845395381 4596485.40097862, 940917.7996006063 4596397.44901459, 940776.8382451613 4596387.657920749, 940744.4470853379 4596844.786212357, 940811.3194133278 4596849.655564507, 940805.5504230924 4596914.334321867, 940739.9480232473 4596909.553132724, 940720.6018329433 4597186.541384171, 940806.8435471443 4597191.76389166))"
7,510,2307,McHugh Sun,"Community Power Group, LLC",B,41.3870795,-87.9406607,2000.0,"27545 S Kankakee Street, Manhattan, IL  60442",152,Waitlist,,Q17-00605,Yes,"27545 S Kankakee St, Manhattan, IL 60442, USA",ROOFTOP,premise,"27545 S Kankakee Street, Manhattan, IL  60442",0.0,,,,2709.5759311425154,8461,98,1.75,"POLYGON ((923048.6170602439 4594027.291957878, 923041.6756124189 4594124.97970808, 923113.9557754337 4594128.865242633, 923121.7350450801 4594031.509816486, 923048.6170602439 4594027.291957878))"
8,537,3335,Speedway Helipad CS,IGS Solar LLC,B,41.4749519,-88.0573003,830.0,"500 Speedway Boulevard - Helipad, Joliet, IL  60433",183,Waitlist,,,Yes,"500 Speedway Blvd, Joliet, IL 60433, USA",ROOFTOP,"establishment,point_of_interest","500 Speedway Boulevard - Helipad, Joliet, IL  60433",0.0,,,,2822.893641482766,15310,98,151.18,"POLYGON ((912418.6972930335 4603832.569074845, 912415.7927251642 4603888.479903833, 912411.1985429211 4603942.934318261, 912413.8324689383 4603969.268572342, 912426.8087410319 4603970.34894139, 912426.4709334431 4603970.238060151, 912420.7406837901 4603960.910198864, 912420.0010135181 4603953.205078117, 912418.3450714222 4603940.333777299, 912421.380531894 4603915.032673876, 912429.8470613337 4603885.006883035, 912441.1507084398 4603869.210157269, 912448.8558306177 4603868.470478388, 912464.917457296 4603875.965715133, 912493.5854999949 4603885.613415076, 912512.1860772299 4603893.285257371, 912512.9257541217 4603900.990386239, 912511.5129646693 4603921.301931943, 912519.1297945428 4603921.831728983, 912521.0173623899 4603913.033726362, 912525.7088401021 4603900.60290678, 912535.864615351 4603901.309300367, 912564.7975088255 4603907.149599717, 912596.4460264184 4603910.626556573, 912631.9029765646 4603914.368414479, 912668.8943147785 4603914.390152907, 912704.7927943037 4603911.784642363, 912718.8788381487 4603909.286095546, 912719.5492184921 4603899.648082548, 912721.2326037236 4603875.446093659, 912710.8749948225 4603886.69536655, 912704.2627239272 4603890.062294791, 912688.7641322485 4603892.811127931, 912687.3383798773 4603894.175401703, 912684.0009239153 4603893.608789927, 912683.5096364232 4603894.996879705, 912654.1351343397 4603895.50494548, 912626.2067146387 4603893.562363162, 912565.4486120248 4603886.785061069, 912522.8163529566 4603876.166065489, 912497.1115096066 4603866.848016576, 912495.5060688097 4603865.337192788, 912504.4473050977 4603846.825911215, 912506.5124604056 4603835.489034905, 912500.0758745194 4603836.31594655, 912490.0416971024 4603852.200986774, 912480.625607756 4603859.199725044, 912478.7054794589 4603860.177057832, 912471.2194378437 4603857.463716019, 912469.2886665929 4603857.135567665, 912455.0704468167 4603841.477072611, 912523.4770316833 4603719.949379627, 912536.3483449512 4603718.293399046, 912532.6831953204 4603697.628660104, 912596.3225957081 4603718.000174274, 912661.0657493252 4603722.503293721, 912708.9192699234 4603713.075518353, 912739.000160764 4603702.411583386, 912752.5935531901 4603695.327694393, 912780.0316026292 4603681.027726094, 912807.0435385453 4603663.135420503, 912859.5552509711 4603623.415729493, 912941.9055469607 4603539.850012572, 913046.298982705 4603414.446114874, 913095.5868469597 4603347.714873904, 913118.458982726 4603312.31256489, 913118.3065831291 4603309.116928195, 913130.6135907089 4603295.299187536, 913161.0339812408 4603315.167122749, 913283.6253795435 4603395.234632971, 913124.6671228191 4603597.20812254, 913051.869508272 4603690.914165996, 913037.4611663101 4603702.407082518, 913004.4214848466 4603728.763323935, 913000.7345788665 4603746.766343236, 912954.4818793805 4603788.195993335, 912912.8323033231 4603818.465189964, 912911.6920088076 4603819.393315118, 912926.7182615923 4603820.056781488, 912924.9177806725 4603837.35028741, 912927.0506086666 4603834.123768231, 912963.0924939272 4603811.118254441, 913012.0607642939 4603767.32624886, 913038.3883129641 4603737.266903562, 913046.4466785856 4603731.449285585, 913061.2389560512 4603738.856251685, 913092.0713265064 4603790.750027943, 913120.3647135752 4603842.467246217, 913145.4677303634 4603885.033231174, 913157.9309335607 4603907.585715292, 913161.2978791576 4603914.198023719, 913163.130442247 4603924.53047796, 913162.2922152616 4604009.938957137, 913162.6786812206 4604022.722075538, 913158.4287276971 4604028.804578604, 913151.287784057 4604030.645177484, 913180.2195667292 4604033.05334108, 913180.0871411008 4604032.863332798, 913172.7352247317 4604028.524076686, 913172.2604580363 4604017.010438501, 913172.9771121545 4603915.010383585, 913156.2306080272 4603880.680359968, 913114.1163023296 4603807.590825162, 913087.9203694802 4603762.397621874, 913075.8103257245 4603734.767257517, 913063.4687090029 4603728.806365189, 913057.8276824335 4603718.209037855, 913058.0448091074 4603715.087315783, 913070.45493597 4603698.04055158, 913085.7447379695 4603679.968671777, 913100.0328474771 4603662.11739414, 913113.7500938748 4603644.978721252, 913123.4644064952 4603632.840898641, 913161.8387804944 4603586.43761165, 913168.9024479092 4603577.895079774, 913197.2807055431 4603543.579855867, 913299.0941518745 4603411.690297719, 913331.8541143427 4603358.406713068, 913356.2315466043 4603298.256383367, 913356.4921341788 4603297.614596419, 913367.1459925557 4603248.397220207, 913377.1664977712 4603202.104880456, 913371.148154999 4603086.878991206, 913357.4944376026 4603049.031714706, 913353.8851833266 4603039.027698088, 913336.9253856975 4602992.01612119, 913312.5281233096 4602939.294438201, 913259.9479564468 4602869.943186957, 913225.251723751 4602836.915351157, 913213.7154896441 4602827.821542285, 913066.5640892226 4602711.824264614, 913066.5968644313 4602711.714048169, 913067.2147619769 4602702.82867818, 913080.1409381826 4602682.041020336, 913087.9018336947 4602662.170785525, 913096.2787550089 4602633.413035148, 913115.3085570019 4602579.884659864, 913122.9801523054 4602561.28381981, 913133.5985143601 4602518.651086171, 913140.4084070197 4602475.753509264, 913148.521366254 4602450.805239527, 913149.9337968363 4602430.493513174, 913151.8371457913 4602429.136303116, 913136.8258012407 4602427.810207319, 913137.3272453707 4602428.341263048, 913134.767212517 4602465.156260923, 913127.9573259037 4602508.053835669, 913122.2950373974 4602534.44813261, 913112.118063245 4602570.733447365, 913103.9177908173 4602596.951245889, 913098.044348642 4602608.023396747, 913088.1321844546 4602640.500246529, 913084.4455100765 4602656.827948323, 913072.5240489477 4602681.511336627, 913054.3434568367 4602704.483831679, 913055.7283679923 4602706.696464201, 912987.3032881122 4602674.308405563, 912913.8489639142 4602666.650117459, 912814.8296612455 4602659.764266822, 912790.7095929261 4602658.086946558, 912781.8232537657 4602657.46898669, 912667.5704080558 4602649.523799416, 912576.9415295551 4602668.734698306, 912561.5313557265 4602670.213286333, 912543.6916126881 4602633.255557078, 912552.0503090799 4602494.898541541, 912552.1328206806 4602493.524207523, 912552.8916204169 4602492.650898918, 912552.2210978706 4602492.254734015, 912554.7811277916 4602455.440001152, 912559.2832090203 4602390.696845105, 912575.3996502877 4602379.061412841, 912577.681029977 4602378.406473601, 912548.2515438657 4602375.806600754, 912542.203619404 4602389.417776923, 912531.5099472229 4602516.232335242, 912439.7630499401 4603604.242349582, 912440.4965680452 4603610.852221954, 912458.953841766 4603638.924827069, 912482.9305421964 4603661.00227057, 912516.8874262897 4603686.325106613, 912514.2679550364 4603687.219652, 912520.6948424405 4603686.589924587, 912495.6036937861 4603698.875491644, 912507.3270830933 4603713.723640347, 912436.4698779732 4603833.805247477, 912428.6764592472 4603835.814399887, 912418.6972930335 4603832.569074845), (912866.8166736092 4602862.375790275, 912844.748337634 4602794.508999551, 912856.350203117 4602792.764583217, 912857.5172953322 4602792.389737164, 912855.4201672304 4602777.988121866, 912877.6658065673 4602768.734562173, 912878.0861874688 4602766.77704686, 912933.3123604786 4602742.62829434, 912948.6882042822 4602723.286649489, 912955.7103024272 4602695.711361687, 913019.6592612603 4602711.639007795, 913094.0187117221 4602757.629916548, 913209.1131808918 4602856.203002112, 913249.8036827079 4602894.750196134, 913296.5219664964 4602956.677862932, 913326.6044929443 4603019.362109491, 913351.0254917021 4603108.440806094, 913349.6024688133 4603220.597892555, 913333.9726138355 4603298.599653954, 913291.1537620237 4603382.36416656, 913138.2072859376 4603288.811392801, 913187.0750696883 4603191.435835543, 913208.4008090631 4603104.899964016, 913196.2783939207 4603022.417027515, 913159.4187299772 4602947.143154508, 913119.8643545929 4602910.588414024, 913085.9962615485 4602883.996308186, 913048.8829448752 4602867.383505399, 912999.1630528204 4602848.619405136, 912940.6777722754 4602845.826792677, 912867.6225020974 4602861.794021174, 912867.4582490847 4602860.660657716, 912866.8166736092 4602862.375790275), (912580.9618829397 4602757.668368214, 912576.6870978537 4602715.103107791, 912620.6563602197 4602700.474953548, 912632.401202155 4602678.330655287, 912641.007596066 4602674.611147132, 912646.7626150714 4602673.590100138, 912733.6940346668 4602674.531904709, 912763.9808522246 4602677.182466568, 912767.5835831185 4602678.802029932, 912770.5092093453 4602691.761638407, 912778.126070176 4602692.291321443, 912779.0088743235 4602679.596552674, 912780.8848144714 4602678.662319507, 912875.6989304828 4602686.958259271, 912936.545635612 4602692.4652064, 912942.5399097272 4602697.984527473, 912932.5394464177 4602731.730783537, 912903.3749688867 4602747.561299291, 912857.5307189345 4602764.783097629, 912857.9389356617 4602755.244355933, 912824.0496968483 4602765.643811249, 912827.063593294 4602777.333954451, 912754.8587433385 4602806.754318061, 912737.8470860207 4602776.232133115, 912733.4754351563 4602765.723197256, 912680.1027066903 4602781.145781913, 912670.0899363852 4602760.03964419, 912660.0224175593 4602758.063917504, 912588.2043770631 4602800.267255803, 912577.2204539855 4602793.126349084, 912580.9618829397 4602757.668368214))"
9,651,3333,Speedway SE Loop CS,IGS Solar LLC,B,41.4749519,-88.0573003,1300.0,"500 Speedway Boulevard - SE Loop, Joliet, IL  60433",323,Waitlist,,,Yes,"500 Speedway Blvd, Joliet, IL 60433, USA",ROOFTOP,"establishment,point_of_interest","500 Speedway Boulevard - SE Loop, Joliet, IL  60433",0.0,,,,2822.893641482766,15310,98,151.18,"POLYGON ((912418.6972930335 4603832.569074845, 912415.7927251642 4603888.479903833, 912411.1985429211 4603942.934318261, 912413.8324689383 4603969.268572342, 912426.8087410319 4603970.34894139, 912426.4709334431 4603970.238060151, 912420.7406837901 4603960.910198864, 912420.0010135181 4603953.205078117, 912418.3450714222 4603940.333777299, 912421.380531894 4603915.032673876, 912429.8470613337 4603885.006883035, 912441.1507084398 4603869.210157269, 912448.8558306177 4603868.470478388, 912464.917457296 4603875.965715133, 912493.5854999949 4603885.613415076, 912512.1860772299 4603893.285257371, 912512.9257541217 4603900.990386239, 912511.5129646693 4603921.301931943, 912519.1297945428 4603921.831728983, 912521.0173623899 4603913.033726362, 912525.7088401021 4603900.60290678, 912535.864615351 4603901.309300367, 912564.7975088255 4603907.149599717, 912596.4460264184 4603910.626556573, 912631.9029765646 4603914.368414479, 912668.8943147785 4603914.390152907, 912704.7927943037 4603911.784642363, 912718.8788381487 4603909.286095546, 912719.5492184921 4603899.648082548, 912721.2326037236 4603875.446093659, 912710.8749948225 4603886.69536655, 912704.2627239272 4603890.062294791, 912688.7641322485 4603892.811127931, 912687.3383798773 4603894.175401703, 912684.0009239153 4603893.608789927, 912683.5096364232 4603894.996879705, 912654.1351343397 4603895.50494548, 912626.2067146387 4603893.562363162, 912565.4486120248 4603886.785061069, 912522.8163529566 4603876.166065489, 912497.1115096066 4603866.848016576, 912495.5060688097 4603865.337192788, 912504.4473050977 4603846.825911215, 912506.5124604056 4603835.489034905, 912500.0758745194 4603836.31594655, 912490.0416971024 4603852.200986774, 912480.625607756 4603859.199725044, 912478.7054794589 4603860.177057832, 912471.2194378437 4603857.463716019, 912469.2886665929 4603857.135567665, 912455.0704468167 4603841.477072611, 912523.4770316833 4603719.949379627, 912536.3483449512 4603718.293399046, 912532.6831953204 4603697.628660104, 912596.3225957081 4603718.000174274, 912661.0657493252 4603722.503293721, 912708.9192699234 4603713.075518353, 912739.000160764 4603702.411583386, 912752.5935531901 4603695.327694393, 912780.0316026292 4603681.027726094, 912807.0435385453 4603663.135420503, 912859.5552509711 4603623.415729493, 912941.9055469607 4603539.850012572, 913046.298982705 4603414.446114874, 913095.5868469597 4603347.714873904, 913118.458982726 4603312.31256489, 913118.3065831291 4603309.116928195, 913130.6135907089 4603295.299187536, 913161.0339812408 4603315.167122749, 913283.6253795435 4603395.234632971, 913124.6671228191 4603597.20812254, 913051.869508272 4603690.914165996, 913037.4611663101 4603702.407082518, 913004.4214848466 4603728.763323935, 913000.7345788665 4603746.766343236, 912954.4818793805 4603788.195993335, 912912.8323033231 4603818.465189964, 912911.6920088076 4603819.393315118, 912926.7182615923 4603820.056781488, 912924.9177806725 4603837.35028741, 912927.0506086666 4603834.123768231, 912963.0924939272 4603811.118254441, 913012.0607642939 4603767.32624886, 913038.3883129641 4603737.266903562, 913046.4466785856 4603731.449285585, 913061.2389560512 4603738.856251685, 913092.0713265064 4603790.750027943, 913120.3647135752 4603842.467246217, 913145.4677303634 4603885.033231174, 913157.9309335607 4603907.585715292, 913161.2978791576 4603914.198023719, 913163.130442247 4603924.53047796, 913162.2922152616 4604009.938957137, 913162.6786812206 4604022.722075538, 913158.4287276971 4604028.804578604, 913151.287784057 4604030.645177484, 913180.2195667292 4604033.05334108, 913180.0871411008 4604032.863332798, 913172.7352247317 4604028.524076686, 913172.2604580363 4604017.010438501, 913172.9771121545 4603915.010383585, 913156.2306080272 4603880.680359968, 913114.1163023296 4603807.590825162, 913087.9203694802 4603762.397621874, 913075.8103257245 4603734.767257517, 913063.4687090029 4603728.806365189, 913057.8276824335 4603718.209037855, 913058.0448091074 4603715.087315783, 913070.45493597 4603698.04055158, 913085.7447379695 4603679.968671777, 913100.0328474771 4603662.11739414, 913113.7500938748 4603644.978721252, 913123.4644064952 4603632.840898641, 913161.8387804944 4603586.43761165, 913168.9024479092 4603577.895079774, 913197.2807055431 4603543.579855867, 913299.0941518745 4603411.690297719, 913331.8541143427 4603358.406713068, 913356.2315466043 4603298.256383367, 913356.4921341788 4603297.614596419, 913367.1459925557 4603248.397220207, 913377.1664977712 4603202.104880456, 913371.148154999 4603086.878991206, 913357.4944376026 4603049.031714706, 913353.8851833266 4603039.027698088, 913336.9253856975 4602992.01612119, 913312.5281233096 4602939.294438201, 913259.9479564468 4602869.943186957, 913225.251723751 4602836.915351157, 913213.7154896441 4602827.821542285, 913066.5640892226 4602711.824264614, 913066.5968644313 4602711.714048169, 913067.2147619769 4602702.82867818, 913080.1409381826 4602682.041020336, 913087.9018336947 4602662.170785525, 913096.2787550089 4602633.413035148, 913115.3085570019 4602579.884659864, 913122.9801523054 4602561.28381981, 913133.5985143601 4602518.651086171, 913140.4084070197 4602475.753509264, 913148.521366254 4602450.805239527, 913149.9337968363 4602430.493513174, 913151.8371457913 4602429.136303116, 913136.8258012407 4602427.810207319, 913137.3272453707 4602428.341263048, 913134.767212517 4602465.156260923, 913127.9573259037 4602508.053835669, 913122.2950373974 4602534.44813261, 913112.118063245 4602570.733447365, 913103.9177908173 4602596.951245889, 913098.044348642 4602608.023396747, 913088.1321844546 4602640.500246529, 913084.4455100765 4602656.827948323, 913072.5240489477 4602681.511336627, 913054.3434568367 4602704.483831679, 913055.7283679923 4602706.696464201, 912987.3032881122 4602674.308405563, 912913.8489639142 4602666.650117459, 912814.8296612455 4602659.764266822, 912790.7095929261 4602658.086946558, 912781.8232537657 4602657.46898669, 912667.5704080558 4602649.523799416, 912576.9415295551 4602668.734698306, 912561.5313557265 4602670.213286333, 912543.6916126881 4602633.255557078, 912552.0503090799 4602494.898541541, 912552.1328206806 4602493.524207523, 912552.8916204169 4602492.650898918, 912552.2210978706 4602492.254734015, 912554.7811277916 4602455.440001152, 912559.2832090203 4602390.696845105, 912575.3996502877 4602379.061412841, 912577.681029977 4602378.406473601, 912548.2515438657 4602375.806600754, 912542.203619404 4602389.417776923, 912531.5099472229 4602516.232335242, 912439.7630499401 4603604.242349582, 912440.4965680452 4603610.852221954, 912458.953841766 4603638.924827069, 912482.9305421964 4603661.00227057, 912516.8874262897 4603686.325106613, 912514.2679550364 4603687.219652, 912520.6948424405 4603686.589924587, 912495.6036937861 4603698.875491644, 912507.3270830933 4603713.723640347, 912436.4698779732 4603833.805247477, 912428.6764592472 4603835.814399887, 912418.6972930335 4603832.569074845), (912866.8166736092 4602862.375790275, 912844.748337634 4602794.508999551, 912856.350203117 4602792.764583217, 912857.5172953322 4602792.389737164, 912855.4201672304 4602777.988121866, 912877.6658065673 4602768.734562173, 912878.0861874688 4602766.77704686, 912933.3123604786 4602742.62829434, 912948.6882042822 4602723.286649489, 912955.7103024272 4602695.711361687, 913019.6592612603 4602711.639007795, 913094.0187117221 4602757.629916548, 913209.1131808918 4602856.203002112, 913249.8036827079 4602894.750196134, 913296.5219664964 4602956.677862932, 913326.6044929443 4603019.362109491, 913351.0254917021 4603108.440806094, 913349.6024688133 4603220.597892555, 913333.9726138355 4603298.599653954, 913291.1537620237 4603382.36416656, 913138.2072859376 4603288.811392801, 913187.0750696883 4603191.435835543, 913208.4008090631 4603104.899964016, 913196.2783939207 4603022.417027515, 913159.4187299772 4602947.143154508, 913119.8643545929 4602910.588414024, 913085.9962615485 4602883.996308186, 913048.8829448752 4602867.383505399, 912999.1630528204 4602848.619405136, 912940.6777722754 4602845.826792677, 912867.6225020974 4602861.794021174, 912867.4582490847 4602860.660657716, 912866.8166736092 4602862.375790275), (912580.9618829397 4602757.668368214, 912576.6870978537 4602715.103107791, 912620.6563602197 4602700.474953548, 912632.401202155 4602678.330655287, 912641.007596066 4602674.611147132, 912646.7626150714 4602673.590100138, 912733.6940346668 4602674.531904709, 912763.9808522246 4602677.182466568, 912767.5835831185 4602678.802029932, 912770.5092093453 4602691.761638407, 912778.126070176 4602692.291321443, 912779.0088743235 4602679.596552674, 912780.8848144714 4602678.662319507, 912875.6989304828 4602686.958259271, 912936.545635612 4602692.4652064, 912942.5399097272 4602697.984527473, 912932.5394464177 4602731.730783537, 912903.3749688867 4602747.561299291, 912857.5307189345 4602764.783097629, 912857.9389356617 4602755.244355933, 912824.0496968483 4602765.643811249, 912827.063593294 4602777.333954451, 912754.8587433385 4602806.754318061, 912737.8470860207 4602776.232133115, 912733.4754351563 4602765.723197256, 912680.1027066903 4602781.145781913, 912670.0899363852 4602760.03964419, 912660.0224175593 4602758.063917504, 912588.2043770631 4602800.267255803, 912577.2204539855 4602793.126349084, 912580.9618829397 4602757.668368214))"
10,561,2691,Gallagher,"GEM Energy, LLC",B,41.488567700000004,-88.0998354,1980.0,"1711 S Brandon Rd, Joliet, IL  60436",212,Waitlist,,,Yes,"1711 S Brandon Rd, Joliet, IL 60436, USA",ROOFTOP,street_address,"1711 S Brandon Rd, Joliet, IL  60436",0.0,,,,1311.1017241310417,2335,98,37.32,"POLYGON ((909123.6200564208 4604484.317889528, 909005.4749548414 4604477.374857441, 908959.775982657 4604474.19587722, 908844.9976367115 4604464.410656088, 908745.5927065162 4604455.934919945, 908742.9018046642 4604455.706552641, 908739.7755842365 4604492.056328394, 908751.0568224057 4604513.249975099, 908757.3487129662 4604532.820992535, 908752.7270829176 4604546.862042774, 908733.9601963272 4604582.42509432, 908733.4175003031 4604583.45499127, 908726.5737197576 4604608.490001341, 908723.3615525027 4604636.328752407, 908696.9502581329 4604633.546321693, 908679.6531476246 4604643.823027219, 908660.4870514735 4604660.017041421, 908651.6011771185 4604659.398888284, 908642.7153037321 4604658.780735271, 908449.2905055748 4604633.845040713, 908346.5383022702 4604628.303019139, 908339.1867881045 4604623.964961157, 908329.175042714 4604602.859711865, 908346.4941354429 4604555.593661139, 908330.329525321 4604528.627768534, 908341.3171849938 4604501.659478761, 908386.2762307404 4604497.1337104, 908394.4400691355 4604487.166784893, 908405.5335271496 4604456.049746205, 908426.6939282482 4604426.908536117, 908324.886507418 4604416.968079168, 908303.2520889263 4604707.376841119, 908796.5226446647 4604745.832048801, 909097.6059089797 4604769.203073694, 909123.6200564208 4604484.317889528))"
11,562,1458,27555 S Gougar Road - Will,"Borrego Solar Systems, Inc.",B,41.3866615,-87.9943399,2000.0,"27555 S Gougar Road, Manhattan, IL  60442",213,Waitlist,,,Yes,"27555 S Gougar Rd, Manhattan, IL 60442, USA",ROOFTOP,street_address,"27555 S Gougar Road, Manhattan, IL  60442",0.0,,,,2822.893641482766,8732,98,73.98,"POLYGON ((919016.103029588 4593634.081577622, 918325.77929622 4593574.659792799, 918318.8216536709 4593672.009218369, 918123.3068344824 4593658.434952888, 918100.6782770667 4593915.879828447, 918888.0521195161 4593984.496885831, 918988.878039396 4593993.708336024, 919016.103029588 4593634.081577622))"
12,593,1465,S Cottage Grove Ave (North) - Will,"Borrego Solar Systems, Inc.",B,41.343105,-87.587519,2000.0,"S Cottage Grove Ave (PIN 22-22-14-300-003), Beecher, IL  60401",251,Waitlist,,,Yes,"S Cottage Grove Ave, Washington Township, IL 60401, USA",GEOMETRIC_CENTER,route,"S Cottage Grove Ave (PIN 22-22-14-300-003), Beecher, IL  60401",1.0,,,,2822.893641482766,7518,98,57.73,"POLYGON ((953293.2809104067 4591200.067209992, 953319.4944426401 4590809.024829051, 952880.0567375135 4590776.785174144, 952864.1258467168 4590970.773320025, 952822.7408470563 4590960.244182367, 952808.525715353 4591017.964388838, 952611.218485171 4591010.654046843, 952612.5032853361 4590973.732602257, 952502.9368470751 4590941.146784535, 952488.6182426414 4591145.07183551, 953293.2809104067 4591200.067209992))"
13,602,3130,"Fleishman Solar, LLC","Cypress Creek Renewables, LLC",B,41.2905294,-88.1608802,2000.0,"23120 Coal City Rd, Wilmington, IL  60481",266,Waitlist,,,Yes,"23120 Coal City Rd, Wilmington, IL 60481, USA",RANGE_INTERPOLATED,street_address,"23120 Coal City Rd, Wilmington, IL  60481",0.0,,,,1414.5242236385088,4467,98,225.56,"POLYGON ((905867.2043870288 4581527.243502967, 905858.5758318416 4581526.40970549, 905639.9954787976 4581509.963955543, 905637.8938459984 4581527.673017775, 905632.6756025793 4581529.352261638, 905612.3644650142 4581527.94511149, 905588.063659556 4581525.241178027, 905553.6078002624 4581521.833706903, 905529.2346593887 4581520.145144256, 905504.0338200973 4581520.952196786, 905009.4342410065 4581489.237527221, 904987.759846146 4581485.693185027, 904932.1974411955 4581490.263941428, 904874.2232278461 4581522.689654415, 904580.0430747949 4581494.180152099, 904559.5924947828 4581494.804082037, 904529.721068993 4581498.856808717, 904506.0435147751 4581516.603410616, 904481.0011691689 4581584.621993472, 904476.6448597071 4581634.729914672, 904486.6722225669 4581648.929418801, 904496.4753748003 4581654.710429843, 904508.731642718 4581654.539195132, 904523.300317789 4581650.446697974, 904528.4176106234 4581635.49572095, 904526.146813462 4581616.463610678, 904525.1021088114 4581594.708427881, 904540.6872071797 4581590.687341942, 904576.7553354762 4581593.909262091, 904572.334714002 4581620.171730638, 904561.7259510027 4581634.310412402, 904551.598757469 4581690.929147108, 904524.3673301589 4581699.059375891, 904490.5080632915 4581707.892380692, 904479.0293180664 4581713.656179191, 904462.588078914 4581882.034548614, 904669.3852222605 4581898.314720031, 904711.8259351635 4581904.316312868, 904762.0554782541 4581912.746647848, 904927.7972387606 4581933.073914476, 904942.4996942482 4581946.345081115, 904849.4901392846 4581934.676531416, 904742.3916354266 4581919.698857976, 904724.6357039537 4581925.611234056, 904703.4857952257 4581929.268806568, 904469.2072069952 4581910.970023086, 904458.6771945274 4581920.449143873, 904449.2218029561 4581941.321154482, 904444.8088660289 4582005.013282124, 904443.232844595 4582027.759897903, 904442.1070913125 4582044.007765683, 904441.4159922311 4582052.692252349, 904427.6649864228 4582225.209851271, 904425.949841994 4582243.426478391, 905462.2564450785 4582335.638883912, 905467.9239799433 4582332.215204588, 905470.3559328167 4582322.655958083, 905538.5283816112 4582101.397422486, 905561.1692783977 4582040.203680956, 905594.0766588135 4581962.391819614, 905842.5599269371 4581568.639324095, 905867.2043870288 4581527.243502967))"
