,Unnamed: 0,Application ID,Project Name,Name of Approved Vendor,group,lat,lon,Size (kW AC),Address,Ordinal,Lottery Status,Block,Queue Number,Small Subscribers,formatted_address,accuracy,type,clean_add,man_update,town,lat_deg_dec_min,lon_deg_dec_min,area_ov,field_ID,shape_file_ID,CALCACRES,geometry
21,891,2619,Pine Bluff Solar I LLC,"Community Energy Solar, LLC",B,41.342709,-88.36008,2000.0,"41.342709°, -88.360080°, Morris 60450",252,Waitlist,,,Yes,,,,,, Morris 60450,,,2822.893641482766,4966,31,78.64,"POLYGON ((888738.2411544236 4587414.860215216, 888742.530969498 4587381.818305079, 888712.6091755892 4587379.926822528, 888716.445171699 4587306.23022343, 888727.8671940819 4587307.022390517, 888730.0676522992 4587275.294547568, 888776.4880102983 4587278.329228435, 888793.2707422751 4587011.70924317, 888380.0029103938 4586980.83484, 888150.5962665901 4586963.696397573, 888074.4290213585 4586958.41418425, 887983.0735893643 4586952.07867233, 887958.79416589 4587345.498851957, 888289.4152231044 4587377.355588326, 888577.3269273951 4587399.874256965, 888738.2411544236 4587414.860215216))"
22,915,2623,Pine Bluff Solar II LLC,"Community Energy Solar, LLC",B,41.342709,-88.36008,2000.0,"41.342709°, -88.360080°, Morris 60450",420,Waitlist,,,Yes,,,,,, Morris 60450,,,2822.893641482766,4966,31,78.64,"POLYGON ((888738.2411544236 4587414.860215216, 888742.530969498 4587381.818305079, 888712.6091755892 4587379.926822528, 888716.445171699 4587306.23022343, 888727.8671940819 4587307.022390517, 888730.0676522992 4587275.294547568, 888776.4880102983 4587278.329228435, 888793.2707422751 4587011.70924317, 888380.0029103938 4586980.83484, 888150.5962665901 4586963.696397573, 888074.4290213585 4586958.41418425, 887983.0735893643 4586952.07867233, 887958.79416589 4587345.498851957, 888289.4152231044 4587377.355588326, 888577.3269273951 4587399.874256965, 888738.2411544236 4587414.860215216))"
23,907,2344,Braceville Solar,"Braceville Solar, LLC",B,41.217,-88.273,2000.0,"41.21700°N, 88.273000°W, Braceville 60407",364,Waitlist,,,Yes,,,,,, Braceville 60407,,,2822.893641482766,2284,31,54.61,"POLYGON ((896263.6937168477 4573525.720930849, 896202.1190683007 4574271.530815813, 896382.9633894176 4574283.708270075, 896607.9356130383 4574304.517311775, 896635.939305481 4573961.34492149, 896263.6937168477 4573525.720930849))"
24,914,2342,Goodfarm Solar,"Goodfarm Solar, LLC",B,41.133182,-88.412396,2000.0,"41.133182°N, 88.412396°W, Dwight 60420",416,Waitlist,,,Yes,,,,,, Dwight 60420,,,2822.893641482766,3210,31,50.49,"POLYGON ((885414.9892525892 4563613.093603871, 884948.7891142608 4563573.960631513, 884945.038945768 4563579.617428869, 884931.1526135323 4563730.459763668, 885024.0516091781 4563736.036213827, 885017.8287362081 4563826.140556733, 884923.2836558641 4563819.262542387, 884912.8439563035 4563974.419265987, 885464.4790911467 4564021.545620099, 885483.0261532913 4564023.24125933, 885486.7506930523 4564000.438617156, 885478.2763830968 4563909.638982468, 885474.7976350591 4563872.098496584, 885472.7751370221 4563851.139967276, 885466.4356863925 4563829.884299735, 885458.4301753941 4563807.64507481, 885442.8331619105 4563782.27908307, 885438.4876205657 4563769.835064301, 885435.3035874339 4563753.133797197, 885432.7467714688 4563714.789521298, 885429.2679353192 4563677.249066368, 885420.9368982062 4563622.02466078, 885414.9892525892 4563613.093603871))"
0,61,966,Shabbona Creek,"Shabbona Creek Solar, LLC",A,41.406206,-89.950159,2000.0,"25287 US Hwy 6, Annawan, IL  61234",78,Waitlist,,,Yes,"25287 US-6, Annawan, IL 61234, USA",ROOFTOP,street_address,"25287 US Hwy 6, Annawan, IL  61234",0.0,,,,2822.8936414837813,2791,36,21.97,"POLYGON ((755060.3665258193 4588417.168931152, 755043.6285258193 4588323.436931152, 755082.9985258193 4588325.975931152, 755085.5385258192 4588318.356931152, 755088.0785258192 4588301.846931152, 755094.4095258192 4588265.609931152, 755094.4095258192 4588240.209931152, 754695.1075258192 4588224.930931152, 754684.2185258192 4588517.747931152, 755060.3665258193 4588417.168931152))"
1,67,1910,"Altona Solar, LLC","Geronimo Energy, LLC",A,41.1784672,-90.1777487,2000.0,"1982 IL HWY 82, Altona, IL  61414",85,Waitlist,,,Yes,"1982 IL-82, Altona, IL 61414, USA",ROOFTOP,street_address,"1982 IL HWY 82, Altona, IL  61414",0.0,,,,1654.7406270845386,10435,36,5.42,"POLYGON ((736824.2555258193 4562102.597931152, 736802.7335258193 4562102.495931152, 736798.3825258192 4562119.281931152, 736798.3825258192 4562135.791931152, 736792.0325258193 4562165.001931152, 736783.1425258192 4562211.991931152, 736762.8225258193 4562270.411931152, 736748.8525258192 4562300.891931152, 736736.1525258193 4562319.941931152, 736724.7225258192 4562325.021931152, 736715.8325258192 4562338.991931152, 736715.8325258192 4562350.421931152, 736722.1825258193 4562370.741931152, 736722.1825258193 4562383.441931152, 736715.8325258192 4562394.871931152, 736710.7525258192 4562417.731931152, 736714.5625258193 4562441.861931152, 736714.5625258193 4562459.641931152, 736714.5625258193 4562472.342931152, 736704.4025258193 4562485.041931152, 736676.4625258192 4562497.741931152, 736651.0625258193 4562512.980931152, 736635.8225258193 4562528.221931152, 736629.4725258192 4562543.461931152, 736602.8035258192 4562613.311931152, 736593.9125258193 4562627.282931152, 736583.7525258192 4562629.822931152, 736571.0525258193 4562627.282931152, 736550.7325258192 4562629.822931152, 736539.3025258193 4562627.282931152, 736525.3325258192 4562626.012931152, 736511.3625258192 4562626.012931152, 736499.9325258193 4562618.392931152, 736485.9625258192 4562615.852931152, 736470.7225258192 4562615.852931152, 736450.4015258192 4562622.202931152, 736440.2415258193 4562620.932931152, 736427.5415258192 4562608.231931152, 736391.9815258193 4562575.211931152, 736376.7415258193 4562570.131931152, 736357.6915258192 4562572.671931152, 736325.9415258192 4562568.861931152, 736312.7775258193 4562561.892931152, 736312.2755258193 4562583.734931152, 736334.8315258193 4562587.910931152, 736352.6115258193 4562589.181931152, 736378.0115258192 4562587.910931152, 736391.9815258193 4562592.991931152, 736409.7615258192 4562609.501931152, 736423.7315258193 4562626.012931152, 736435.1615258192 4562637.442931152, 736446.5915258193 4562638.712931152, 736465.6415258192 4562632.362931152, 736480.8825258192 4562631.092931152, 736494.8525258192 4562631.092931152, 736505.0115258192 4562641.252931152, 736517.7125258192 4562643.792931152, 736529.1425258192 4562641.252931152, 736540.5725258193 4562645.061931152, 736550.7325258192 4562646.332931152, 736559.6225258192 4562643.792931152, 736577.4025258193 4562641.252931152, 736593.9125258193 4562647.602931152, 736602.8035258192 4562661.572931152, 736602.8035258192 4562679.352931152, 736597.4835258193 4562708.074931152, 736616.6845258193 4562708.126931152, 736619.3125258193 4562695.862931152, 736619.3125258193 4562676.812931152, 736620.5825258192 4562655.222931152, 736617.4065258192 4562639.982931152, 736622.4875258192 4562620.932931152, 736656.7775258193 4562547.272931152, 736666.9375258193 4562537.111931152, 736688.5275258193 4562518.061931152, 736722.8175258193 4562497.741931152, 736736.7875258193 4562486.311931152, 736738.0575258193 4562476.151931152, 736735.5175258192 4562463.451931152, 736735.5175258192 4562449.480931152, 736740.5975258192 4562430.431931152, 736745.6775258193 4562416.461931152, 736745.6775258193 4562402.491931152, 736740.5975258192 4562385.982931152, 736740.5975258192 4562368.201931152, 736745.6775258193 4562344.071931152, 736762.1875258193 4562328.831931152, 736782.5075258192 4562309.781931152, 736791.3975258193 4562295.811931152, 736796.4775258192 4562279.301931152, 736797.7475258192 4562256.441931152, 736800.2875258193 4562234.851931152, 736804.7315258193 4562208.181931152, 736811.0825258192 4562198.021931152, 736817.4325258193 4562180.241931152, 736822.5125258192 4562161.192931152, 736827.5935258192 4562135.791931152, 736826.3225258193 4562114.200931152, 736824.2555258193 4562102.597931152))"
2,241,4131,Whethersfield East,Novel Energy Solutions LLC,A,41.1820853,-89.9544869,2000.0,"25028 N 200th Ave, Galva, IL  61434",318,Waitlist,,,Yes,"25028 N 200th Ave, Galva, IL 61434, USA",ROOFTOP,street_address,"25028 N 200th Ave, Galva, IL  61434",0.0,,,,2822.8936414837813,3480,36,19.18,"POLYGON ((755495.1555258193 4563444.585931152, 755509.7365258193 4563054.942931152, 755482.7995258193 4563053.968931152, 755483.7015258193 4563076.532931152, 755482.4315258192 4563090.502931152, 755481.1615258192 4563103.202931152, 755477.3515258193 4563114.632931152, 755469.7315258193 4563119.712931152, 755450.6815258192 4563119.712931152, 755429.0905258192 4563115.902931152, 755421.4715258193 4563112.092931152, 755410.0415258192 4563112.092931152, 755402.2895258192 4563113.285931152, 755382.1015258193 4563729.313931152, 755378.1115258193 4563848.279931152, 755479.9105258193 4563851.983931152, 755495.1555258193 4563444.585931152))"
3,328,4143,Hier Blackhawk Northwest,Novel Energy Solutions LLC,A,41.164418,-89.8962228,2000.0,"25-26-400-003, 998 Slant Rd- CSG A, Galva, IL  61434",428,Waitlist,,,Yes,"998 Slant Rd #003, Galva, IL 61434, USA",ROOFTOP,subpremise,"25-26-400-003, 998 Slant Rd- CSG A, Galva, IL  61434",0.0,,,,2281.6197692487954,22233,36,1.62,"POLYGON ((760332.7905258193 4561667.861931152, 760361.6335258193 4561667.711931152, 760385.1905258192 4561668.861931152, 760415.0665258192 4561670.009931152, 760441.5805258192 4561671.143931152, 760444.8625258192 4561663.641931152, 760446.2115258193 4561650.196931152, 760449.0835258192 4561613.935931152, 760334.1975258193 4561608.308931152, 760332.7905258193 4561667.861931152))"
4,357,1710,1074 Kewanee Hier Farm,"Clean Energy Design Group, Inc.",A,41.221639,-89.952491,2000.0,"Parcel ID 2508200009, 1309 W South Street, Kewanee, IL  61443",468,Waitlist,,,,"1309 W South St, Kewanee, IL 61443, USA",ROOFTOP,street_address,"Parcel ID 2508200009, 1309 W South Street, Kewanee, IL  61443",1.0,,,,2822.8936414837813,3416,36,21.76,"POLYGON ((755446.9405258192 4567497.252931152, 755260.3365258193 4567492.862931152, 755259.7725258193 4567513.939931152, 755252.0975258192 4567799.954931152, 755278.1505258193 4567811.633931152, 755288.3105258192 4567814.173931152, 755295.9305258192 4567810.363931152, 755320.0605258192 4567807.823931152, 755334.0305258193 4567804.013931152, 755346.7305258192 4567801.473931152, 755361.9705258192 4567804.013931152, 755377.2105258192 4567810.363931152, 755377.2105258192 4567817.983931152, 755377.2105258192 4567848.463931152, 755378.4805258192 4567864.973931152, 755382.2905258193 4567873.863931152, 755393.7205258192 4567884.023931152, 755410.2305258192 4567892.913931152, 755418.2255258192 4567899.225931152, 755530.9645258193 4567901.752931152, 755535.9605258192 4567892.913931152, 755543.5805258192 4567872.593931152, 755543.5805258192 4567858.623931152, 755542.3105258192 4567840.843931152, 755535.9605258192 4567824.332931152, 755533.4205258193 4567815.443931152, 755523.2605258193 4567805.283931152, 755514.3705258192 4567795.123931152, 755505.4805258192 4567777.343931152, 755500.4005258193 4567741.783931152, 755500.4005258193 4567725.273931152, 755500.4005258193 4567707.493931152, 755496.5905258192 4567688.443931152, 755495.3205258192 4567665.583931152, 755497.8605258192 4567647.803931152, 755497.8605258192 4567626.213931152, 755497.8605258192 4567608.433931152, 755492.7795258192 4567585.573931152, 755482.6205258192 4567556.363931152, 755468.6505258193 4567533.503931152, 755454.6805258192 4567514.452931152, 755446.9405258192 4567497.252931152))"
5,409,1378,Silene 1,"OneEnergy Development, LLC",B,41.4549072,-90.1822421,2000.0,"N 2100th Ave & E 1300th St, Geneseo, IL  61254",40,Accepted,1.0,,Yes,"N 2100th Ave, Geneseo Township, IL 61254, USA",GEOMETRIC_CENTER,route,"N 2100th Ave & E 1300th St, Geneseo, IL  61254",0.0,,,,477.55832553936244,9603,36,164.04,"POLYGON ((735349.4525258193 4593095.871931152, 735078.5855258192 4593086.609931152, 735072.4195258192 4593196.369931152, 735073.6895258193 4593261.139931152, 735069.8795258192 4593295.429931152, 735067.3395258193 4593325.910931152, 735059.7185258192 4593342.420931152, 735052.0995258193 4593356.390931152, 735040.6695258192 4593374.171931152, 735025.4295258193 4593393.220931152, 735013.9995258192 4593411.000931152, 735010.1895258193 4593469.420931152, 734994.9495258193 4593475.770931152, 734987.3295258193 4593474.500931152, 734978.4395258193 4593461.800931152, 734970.8195258193 4593447.830931152, 734970.8195258193 4593433.860931152, 734983.5195258192 4593416.080931152, 735001.2995258193 4593408.460931152, 735016.5395258192 4593391.950931152, 735036.8595258192 4593361.470931152, 735047.0195258192 4593342.420931152, 735054.6395258192 4593314.480931152, 735059.7185258192 4593282.729931152, 735059.7185258192 4593234.469931152, 735063.5295258192 4593137.949931152, 735067.1385258193 4593086.216931152, 734351.6925258193 4593061.749931152, 734348.7395258192 4593155.112931152, 734325.6575258193 4593884.711931152, 735330.2295258193 4593616.740931152, 735349.4525258193 4593095.871931152))"
6,709,3268,Silene 2,"OneEnergy Development, LLC",B,41.4549072,-90.1822421,2000.0,"N 2100th Ave & E 1300th St, Geneseo, IL  61254",386,Waitlist,,,Yes,"N 2100th Ave, Geneseo Township, IL 61254, USA",GEOMETRIC_CENTER,route,"N 2100th Ave & E 1300th St, Geneseo, IL  61254",0.0,,,,477.55832553936244,9603,36,164.04,"POLYGON ((735349.4525258193 4593095.871931152, 735078.5855258192 4593086.609931152, 735072.4195258192 4593196.369931152, 735073.6895258193 4593261.139931152, 735069.8795258192 4593295.429931152, 735067.3395258193 4593325.910931152, 735059.7185258192 4593342.420931152, 735052.0995258193 4593356.390931152, 735040.6695258192 4593374.171931152, 735025.4295258193 4593393.220931152, 735013.9995258192 4593411.000931152, 735010.1895258193 4593469.420931152, 734994.9495258193 4593475.770931152, 734987.3295258193 4593474.500931152, 734978.4395258193 4593461.800931152, 734970.8195258193 4593447.830931152, 734970.8195258193 4593433.860931152, 734983.5195258192 4593416.080931152, 735001.2995258193 4593408.460931152, 735016.5395258192 4593391.950931152, 735036.8595258192 4593361.470931152, 735047.0195258192 4593342.420931152, 735054.6395258192 4593314.480931152, 735059.7185258192 4593282.729931152, 735059.7185258192 4593234.469931152, 735063.5295258192 4593137.949931152, 735067.1385258193 4593086.216931152, 734351.6925258193 4593061.749931152, 734348.7395258192 4593155.112931152, 734325.6575258193 4593884.711931152, 735330.2295258193 4593616.740931152, 735349.4525258193 4593095.871931152))"
7,452,3169,"Miacomet Solar, LLC","Cypress Creek Renewables, LLC",B,41.1667622,-90.2854508,2000.0,"8060 IL-17, Cornell, IL  61319",86,Waitlist,,,Yes,"8060 IL-17, Woodhull, IL 61490, USA",RANGE_INTERPOLATED,street_address,"8060 IL-17, Cornell, IL  61319",0.0,,,,2822.8936414837813,14699,36,161.92,"POLYGON ((728437.9775258192 4561556.714931152, 728448.9415258192 4560807.647931152, 727980.9395258193 4560787.967931152, 727978.2085258192 4560841.662931152, 727957.8455258192 4560850.237931152, 727924.6195258192 4560853.451931152, 727902.1135258193 4560857.738931152, 727877.4605258192 4560855.594931152, 727854.9535258192 4560847.021931152, 727846.3795258192 4560832.016931152, 727846.3795258192 4560808.436931152, 727847.4505258192 4560806.293931152, 727867.8155258192 4560805.221931152, 727877.4605258192 4560806.293931152, 727877.4605258192 4560783.978931152, 727634.8695258192 4560774.626931152, 727628.5195258192 4561090.857931152, 727625.3725258192 4561589.881931152, 728028.7475258192 4561605.007931152, 728438.1745258193 4561620.361931152, 728437.9775258192 4561556.714931152))"
8,569,1555,USS DD Solar LLC,USS Holdings III LLC,B,41.5199388,-89.9497651,2000.0,"25261 County Road 20, Prophetstown, IL  61277",221,Waitlist,,,Yes,"25261 Co Rd 20, Prophetstown, IL 61277, USA",RANGE_INTERPOLATED,street_address,"25261 County Road 20, Prophetstown, IL  61277",0.0,,,,836.3974948210156,2592,36,19.24,"POLYGON ((754598.2835258192 4600654.077931152, 754591.5365258192 4600790.601931152, 754524.2255258192 4600786.791931152, 754510.2555258193 4600963.321931152, 754679.8035258192 4601015.253931152, 754687.1355258193 4600947.434931152, 754782.5675258193 4600955.938931152, 754813.1195258192 4600673.113931152, 754598.2835258192 4600654.077931152))"
9,637,2021,Mott 1,"OneEnergy Development, LLC",B,41.5063844,-89.9092236,2000.0,"24680 E 2750 St, Prophetstown, IL  61277",306,Waitlist,,,Yes,"24680 E 2750 St, Prophetstown, IL 61277, USA",RANGE_INTERPOLATED,street_address,"24680 E 2750 St, Prophetstown, IL  61277",0.0,,,,2822.8936414837813,1568,36,9.27,"POLYGON ((758104.5325258193 4599532.962931152, 757887.3615258193 4599529.153931152, 757879.4795258193 4599699.363931152, 758096.6735258192 4599707.738931152, 758104.5325258193 4599532.962931152))"
10,712,3262,Mott 2,"OneEnergy Development, LLC",B,41.5063844,-89.9092236,2000.0,"24680 E 2750 St, Prophetstown, IL  61277",390,Waitlist,,,Yes,"24680 E 2750 St, Prophetstown, IL 61277, USA",RANGE_INTERPOLATED,street_address,"24680 E 2750 St, Prophetstown, IL  61277",0.0,,,,2822.8936414837813,1568,36,9.27,"POLYGON ((758104.5325258193 4599532.962931152, 757887.3615258193 4599529.153931152, 757879.4795258193 4599699.363931152, 758096.6735258192 4599707.738931152, 758104.5325258193 4599532.962931152))"
11,691,2226,IL-17-0007 - IL FEJA - Countryman - Prophetstown,"Forefront Power, LLC",B,41.5208523,-89.9450456,2000.0,"25510 CO RD 20, Prophetstown, IL  61277",366,Waitlist,,,Yes,"25510 Co Rd 20, Prophetstown, IL 61277, USA",RANGE_INTERPOLATED,street_address,"25510 CO RD 20, Prophetstown, IL  61277",0.0,,,,1329.6897128672172,2589,36,71.61,"POLYGON ((755295.9925258192 4601185.023931152, 755341.1155258192 4600557.187931152, 754920.4115258192 4600533.257931152, 754911.1635258192 4600547.129931152, 754897.9555258192 4600565.417931152, 754873.5715258193 4600593.865931152, 754837.5035258193 4600641.617931152, 754797.8805258193 4600961.658931152, 754787.4165258192 4601048.215931152, 754897.0665258192 4601081.800931152, 755199.3275258193 4601169.430931152, 755295.8475258192 4601187.210931152, 755295.9925258192 4601185.023931152))"
0,8,3370,Iroquois Solar 1b LLC,TCA Microgrid Energy Management LLC,A,40.768842799999994,-87.751857,2000.0,"1910 County Road 1980 E, Watseka, IL  60970",11,Accepted,1.0,,Yes,"1910 County Rd 1980 E, Watseka, IL 60970, USA",RANGE_INTERPOLATED,street_address,"1910 County Road 1980 E, Watseka, IL  60970",0.0,,,,1580.197848438116,18137,37,26.07,"POLYGON ((942937.6689110671 4526364.06185534, 943281.845648044 4526387.668165688, 943306.6624114914 4526118.85678389, 943294.6579636589 4526107.825448401, 942974.372687706 4526033.543046175, 942970.3884134109 4526035.821784316, 942963.6027853526 4526041.736385493, 942937.6689110671 4526364.06185534))"
1,189,3367,Iroquois Solar 1 LLC,TCA Microgrid Energy Management LLC,A,40.768842799999994,-87.751857,2000.0,"1910 County Road 1980 E, Watseka, IL  60970",247,Waitlist,,,Yes,"1910 County Rd 1980 E, Watseka, IL 60970, USA",RANGE_INTERPOLATED,street_address,"1910 County Road 1980 E, Watseka, IL  60970",0.0,,,,1580.197848438116,18137,37,26.07,"POLYGON ((942937.6689110671 4526364.06185534, 943281.845648044 4526387.668165688, 943306.6624114914 4526118.85678389, 943294.6579636589 4526107.825448401, 942974.372687706 4526033.543046175, 942970.3884134109 4526035.821784316, 942963.6027853526 4526041.736385493, 942937.6689110671 4526364.06185534))"
2,65,3969,Barker,Novel Energy Solutions LLC,A,40.7783588,-87.6961432,2000.0,"1850 County Road 2280 E, Watseka, IL  60970",83,Waitlist,,,Yes,"1850 County Rd 2280 E, Watseka, IL 60970, USA",ROOFTOP,street_address,"1850 County Road 2280 E, Watseka, IL  60970",0.0,,,,2693.493287925869,17439,37,34.26,"POLYGON ((947250.6751488781 4527979.769349633, 947496.7148421294 4528004.907807172, 947510.9550313855 4527868.742310601, 947659.9800850641 4527878.966330766, 947678.9323637673 4527618.632297028, 947275.6507047437 4527586.575212028, 947271.2379894734 4527656.053257084, 947250.6751488781 4527979.769349633))"
3,161,3971,Barker No. 2,Novel Energy Solutions LLC,A,40.7783588,-87.6961432,2000.0,"1850 County Road 2280 E, Watseka, IL  60970",206,Waitlist,,,Yes,"1850 County Rd 2280 E, Watseka, IL 60970, USA",ROOFTOP,street_address,"1850 County Road 2280 E, Watseka, IL  60970",0.0,,,,2693.493287925869,17439,37,34.26,"POLYGON ((947250.6751488781 4527979.769349633, 947496.7148421294 4528004.907807172, 947510.9550313855 4527868.742310601, 947659.9800850641 4527878.966330766, 947678.9323637673 4527618.632297028, 947275.6507047437 4527586.575212028, 947271.2379894734 4527656.053257084, 947250.6751488781 4527979.769349633))"
4,104,3376,Iroquois Solar 3 LLC,TCA Microgrid Energy Management LLC,A,40.964293299999994,-87.66974,2000.0,"2420 3100 N, Beaverville, IL  60912",136,Waitlist,,,Yes,"2420 3100 N, Beaverville, IL 60912, USA",RANGE_INTERPOLATED,street_address,"2420 3100 N, Beaverville, IL  60912",0.0,,,,2822.893641482766,3513,37,74.15,"POLYGON ((948602.072085218 4549257.58729759, 948660.8680336551 4548456.655586979, 948409.8584579099 4548435.006456771, 948405.4947857126 4548498.37381029, 948388.9836538823 4548497.2367962, 948383.4771832142 4548614.25971198, 948242.0359319441 4548607.010298598, 948197.9293262643 4549233.156149286, 948602.072085218 4549257.58729759))"
5,174,3377,Iroquois Solar 3b LLC,TCA Microgrid Energy Management LLC,A,40.964293299999994,-87.66974,2000.0,"2420 3100 N, Beaverville, IL  60912",224,Waitlist,,,Yes,"2420 3100 N, Beaverville, IL 60912, USA",RANGE_INTERPOLATED,street_address,"2420 3100 N, Beaverville, IL  60912",0.0,,,,2822.893641482766,3513,37,74.15,"POLYGON ((948602.072085218 4549257.58729759, 948660.8680336551 4548456.655586979, 948409.8584579099 4548435.006456771, 948405.4947857126 4548498.37381029, 948388.9836538823 4548497.2367962, 948383.4771832142 4548614.25971198, 948242.0359319441 4548607.010298598, 948197.9293262643 4549233.156149286, 948602.072085218 4549257.58729759))"
6,234,3373,Iroquois Solar 2 LLC,TCA Microgrid Energy Management LLC,A,40.9639441,-87.6566979,2000.0,"2499 3100 N, Beaverville, IL  60912",310,Waitlist,,,Yes,"2499 3100 N, Beaverville, IL 60912, USA",RANGE_INTERPOLATED,street_address,"2499 3100 N, Beaverville, IL  60912",0.0,,,,779.7476807776451,3538,37,44.89,"POLYGON ((949903.3135372924 4547984.006673697, 949859.8398113152 4547981.683427312, 949855.8807523374 4547987.885935198, 949845.7615401378 4547989.543470156, 949840.7535097322 4547993.906253979, 949834.7535657926 4547987.020010251, 949825.9265188575 4547987.000031021, 949825.0567335744 4547973.991921918, 949832.4278732103 4547960.964436074, 949835.8411626783 4547954.136524434, 949844.9495470023 4547950.056074714, 949850.5840485321 4547945.146590274, 949855.8152608398 4547942.314452246, 949859.8951320963 4547938.136952404, 949871.6677761502 4547934.473070952, 949885.6874243513 4547931.083483329, 949905.3003151502 4547928.316163748, 949905.7440634861 4547921.871598469, 949906.5506457004 4547910.157570811, 949860.0431029903 4547906.072002759, 949868.0945539169 4547831.883208155, 949875.624650902 4547799.443307463, 949355.4875934045 4548503.239323728, 949641.0521712378 4548518.131395784, 949657.8265816247 4548519.28654264, 949675.6112728047 4548517.984121406, 949702.7383121606 4548515.638946815, 949732.6126315389 4548510.111760455, 949756.1228695652 4548499.091026955, 949796.4925658454 4548475.748495059, 949816.3302781831 4548456.890393708, 949828.2727919042 4548442.54489779, 949841.342142619 4548424.06374653, 949853.8621826575 4548401.331514174, 949864.4686820197 4548381.902011438, 949872.3936885579 4548359.475334529, 949878.7403373824 4548322.905514045, 949903.3135372924 4547984.006673697))"
7,238,3374,Iroquois Solar 2b LLC,TCA Microgrid Energy Management LLC,A,40.9639441,-87.6566979,2000.0,"2499 3100 N, Beaverville, IL  60912",315,Waitlist,,,Yes,"2499 3100 N, Beaverville, IL 60912, USA",RANGE_INTERPOLATED,street_address,"2499 3100 N, Beaverville, IL  60912",0.0,,,,779.7476807776451,3538,37,44.89,"POLYGON ((949903.3135372924 4547984.006673697, 949859.8398113152 4547981.683427312, 949855.8807523374 4547987.885935198, 949845.7615401378 4547989.543470156, 949840.7535097322 4547993.906253979, 949834.7535657926 4547987.020010251, 949825.9265188575 4547987.000031021, 949825.0567335744 4547973.991921918, 949832.4278732103 4547960.964436074, 949835.8411626783 4547954.136524434, 949844.9495470023 4547950.056074714, 949850.5840485321 4547945.146590274, 949855.8152608398 4547942.314452246, 949859.8951320963 4547938.136952404, 949871.6677761502 4547934.473070952, 949885.6874243513 4547931.083483329, 949905.3003151502 4547928.316163748, 949905.7440634861 4547921.871598469, 949906.5506457004 4547910.157570811, 949860.0431029903 4547906.072002759, 949868.0945539169 4547831.883208155, 949875.624650902 4547799.443307463, 949355.4875934045 4548503.239323728, 949641.0521712378 4548518.131395784, 949657.8265816247 4548519.28654264, 949675.6112728047 4548517.984121406, 949702.7383121606 4548515.638946815, 949732.6126315389 4548510.111760455, 949756.1228695652 4548499.091026955, 949796.4925658454 4548475.748495059, 949816.3302781831 4548456.890393708, 949828.2727919042 4548442.54489779, 949841.342142619 4548424.06374653, 949853.8621826575 4548401.331514174, 949864.4686820197 4548381.902011438, 949872.3936885579 4548359.475334529, 949878.7403373824 4548322.905514045, 949903.3135372924 4547984.006673697))"
8,808,1935,North Sheldon Solar,"North Sheldon Solar, LLC",A,40.779453000000004,-87.567475,2000.0,"40.779453°N, 87.567475°W, Sheldon 60966",261,Waitlist,,,Yes,,,,,, Sheldon 60966,,,2695.1664109503213,1238,37,23.47,"POLYGON ((958577.7773870614 4528590.903988965, 958549.8650973834 4528586.900591362, 958534.9695279985 4528580.773558586, 958530.4985670666 4528571.533060263, 958529.6130295841 4528547.223610481, 958529.2112089512 4528481.767792647, 958533.319555181 4528459.077235475, 958545.9741411179 4528442.078040154, 958618.2158742431 4528448.799347278, 958625.9530967922 4528417.275282723, 958650.7341848044 4528260.720748365, 958414.1771392659 4528239.661977267, 958390.8694688766 4528597.68742882, 958400.3543353204 4528685.057556695, 958410.8397670749 4528714.801042015, 958472.6923362248 4528855.999377581, 958484.0120081322 4528878.871246693, 958526.4897776993 4528760.143547981, 958577.7773870614 4528590.903988965))"
0,251,4324,Blumenstock #1 Community Solar,"Carbon Solutions Group SREC, LLC",A,37.8077438,-89.2200776,2000.0,"201 Hereford Ln, De Soto, IL  62924",333,Waitlist,,,Yes,"201 Hereford Ln, De Soto, IL 62924, USA",RANGE_INTERPOLATED,street_address,"201 Hereford Ln, De Soto, IL  62924",0.0,,,,2822.8936414946565,12305,38,34.98,"POLYGON ((833026.3505354709 4191394.586694668, 833027.1477582786 4191371.327048698, 833041.0410470285 4190966.018670576, 832951.6788895284 4190962.307523938, 832953.7827075636 4190969.642129073, 832970.6986916668 4191013.659133286, 832951.3718361921 4190987.319757289, 832940.8527576055 4190972.631710223, 832907.3892920783 4191017.608457631, 832919.2509567922 4190991.622411771, 832939.458013359 4190954.710293656, 832756.2542721403 4190945.222631154, 832736.3326132137 4190944.190923093, 832713.5809871708 4190941.453681573, 832696.0965479852 4191312.268145924, 832702.4497247499 4191313.119145772, 832701.4139541443 4191376.74157553, 833026.3505354709 4191394.586694668))"
