,index,CALCACRES,geometry,index_right,Unnamed: 0,Application ID,Project Name,Name of Approved Vendor,group,lat,lon,Size (kW AC),Address,Ordinal,Lottery Status,Block,Queue Number,Small Subscribers,formatted_address,accuracy,type,clean_add,man_update,town,lat_deg_dec_min,lon_deg_dec_min
369,369,24.94,"POLYGON ((751586.7283497817 4275384.303847669, 751661.4095369442 4275307.127706533, 751692.690515478 4275275.527340278, 751734.1659419173 4275232.736301145, 751523.4503241683 4275048.660156449, 751460.4545754684 4275110.165137497, 751450.4832153481 4275118.912420546, 751448.3040531301 4275120.822924094, 751424.6664502285 4275132.001465074, 751409.6499542027 4275147.56189303, 751387.8002382729 4275170.310425449, 751371.3738481192 4275207.412993503, 751314.9664918674 4275291.52743867, 751279.2246325753 4275351.543266955, 751272.9950602772 4275368.95128562, 751268.0557209551 4275405.53204628, 751267.5213839865 4275452.581543343, 751270.977349737 4275516.435410631, 751266.6278226785 4275621.772660774, 751262.0946114436 4275674.497338411, 751271.5061674543 4275684.131462564, 751342.508946307 4275607.844423894, 751315.3183433324 4275584.146711955, 751390.1533716973 4275510.146462551, 751349.0147849347 4275469.561785713, 751342.7385328403 4275417.9642439, 751479.321429056 4275275.468496751, 751586.7283497817 4275384.303847669))",209,209,918,OYA Alcoa Ave-A,"OYA Solar IL, L.P.",A,38.5930049,-90.114273,2000.0,"3904 Alcoa Ave, Alorton, IL  62207",277,Waitlist,,,Yes,"3904 Alcoa Dr, Alorton, IL 62207, USA",RANGE_INTERPOLATED,street_address,"3904 Alcoa Ave, Alorton, IL  62207",0.0,,,
370,370,46.1,"POLYGON ((884405.8353613028 4180374.936172965, 884661.4260186458 4180386.09411898, 884666.0410020013 4180371.278670367, 884675.0820231974 4180351.708039514, 884686.3087634852 4180337.31687552, 884700.781276237 4180325.880920833, 884720.1250318089 4180317.046830505, 884749.0147987632 4180309.283974929, 884774.6969058914 4180304.947401748, 884784.1461528913 4180304.210919335, 884802.795828162 4179992.16736538, 884602.5787618372 4179979.319981001, 884598.7554310379 4180087.170103117, 884206.1615657934 4180073.79356056, 884190.564421228 4180365.538660154, 884405.8353613028 4180374.936172965))",845,845,4625,Rister Trust III A,"St. Clair Solar, LLC",A,37.687661111111105,-88.6409027777778,2000.0,"37°41'15.58""N, 88°38'27.25""W, Carrier Mills 62917",424,Waitlist,,,Yes,,,,,, Carrier Mills 62917,,
371,371,9.79,"POLYGON ((894164.1093576798 4183622.392915924, 894164.3159945871 4183615.907882564, 894158.4033306966 4183586.20053913, 894161.5227025243 4183385.566805291, 894083.1813832591 4183378.444719014, 894081.1809024301 4183431.313396623, 894054.7906464443 4183429.618871751, 894042.8192160146 4183398.865099974, 894023.5903362921 4183372.524578876, 893997.2000991262 4183370.830075161, 894031.4788541202 4183456.016280865, 894017.1430844497 4183462.068835836, 893990.613555636 4183516.849459424, 893976.7049325625 4183527.1140663, 893972.0727938642 4183544.947387561, 893978.8459713672 4183569.788518426, 893980.5349509008 4183597.790217949, 893976.9800656918 4183620.574957094, 893960.6726959206 4183629.366584853, 893961.7206028481 4183647.608796483, 894046.9052218298 4183650.168889853, 894049.651258932 4183618.268308668, 894164.1093576798 4183622.392915924))",783,783,4057,Angelly,"St. Clair Solar, LLC",A,37.7147888888889,-88.5302111111111,1450.0,"37°42'53.24''N,88°31'48.76''W, Harrisburg 62946",166,Waitlist,,,Yes,,,,,, Harrisburg 62946,,
372,372,241.24,"POLYGON ((777882.9666213103 4403311.13733144, 777847.8694066308 4403909.989898589, 777840.4311827319 4404131.252427632, 777825.5282804172 4404418.595971927, 778597.8346349697 4404696.749816484, 778598.5273297573 4404686.037229265, 778650.1177260551 4403887.728769146, 778674.7539527585 4403404.469885533, 778514.9797733547 4403330.990765725, 777882.9666213103 4403311.13733144))",833,833,4710,Workman Familiy Limited Partnership A,"St. Clair Solar, LLC",A,39.7431694444444,-89.7545694444444,2000.0,"39°44'35.41''N, 89°45'16.45''W, Springfield 62670",365,Waitlist,,,Yes,,,,,, Springfield 62670,,
373,373,241.24,"POLYGON ((777882.9666213103 4403311.13733144, 777847.8694066308 4403909.989898589, 777840.4311827319 4404131.252427632, 777825.5282804172 4404418.595971927, 778597.8346349697 4404696.749816484, 778598.5273297573 4404686.037229265, 778650.1177260551 4403887.728769146, 778674.7539527585 4403404.469885533, 778514.9797733547 4403330.990765725, 777882.9666213103 4403311.13733144))",764,764,4724,Workman Familiy Limited Partnership B,"St. Clair Solar, LLC",A,39.7431694444444,-89.7545694444444,2000.0,"39°44'35.41''N, 89°45'16.45''W, Springfield 62670",81,Waitlist,,,Yes,,,,,, Springfield 62670,,
374,374,37.88,"POLYGON ((708181.477049129 4442645.980400788, 708182.1600491289 4442644.140400788, 708174.7260491289 4442643.768400787, 708172.8780491289 4442645.352400788, 708165.233049129 4442645.989400787, 708137.8390491289 4442643.441400788, 708097.065049129 4442642.804400788, 708091.0350491289 4442642.553400788, 708097.004049129 4442415.727400788, 707948.483049129 4442412.788400788, 707876.401049129 4442411.361400788, 707779.8810491289 4442412.631400787, 707780.789049129 4442438.118400788, 707778.818049129 4442541.655400787, 707779.235049129 4442628.889400788, 707779.235049129 4442637.581400787, 707778.152049129 4442648.721400788, 707778.835049129 4442651.911400788, 707778.835049129 4442696.019400788, 707777.563049129 4442727.202400788, 707776.630049129 4442750.052400787, 707765.603049129 4442853.708400788, 707758.987049129 4442918.768400787, 707752.438049129 4442981.796400787, 707760.553049129 4442982.189400787, 707768.374049129 4442895.000400787, 707878.456049129 4442899.966400787, 707891.346049129 4442897.642400788, 707891.6990491289 4442861.893400787, 707978.828049129 4442860.807400787, 707975.776049129 4442987.436400788, 707976.6010491289 4442988.201400788, 708174.205049129 4442998.021400788, 708181.477049129 4442645.980400788), (707783.419049129 4442727.384400788, 707786.685049129 4442637.806400788, 708055.566049129 4442645.941400788, 708064.686049129 4442657.454400788, 708062.203049129 4442664.076400788, 708048.132049129 4442669.042400788, 708038.200049129 4442676.491400788, 708034.889049129 4442689.735400788, 708051.443049129 4442695.528400788, 708067.169049129 4442704.632400787, 708083.722049129 4442707.116400788, 708096.1380491289 4442710.426400788, 708102.759049129 4442718.703400788, 708091.172049129 4442728.635400788, 708081.240049129 4442735.257400787, 708064.686049129 4442737.740400787, 708046.477049129 4442734.429400788, 708026.4050491289 4442734.957400788, 707783.419049129 4442727.384400788), (707784.174049129 4442628.915400787, 707788.113049129 4442431.201400788, 707795.688049129 4442424.047400787, 707840.3830491289 4442427.358400787, 707838.727049129 4442447.222400787, 707839.5550491289 4442515.093400788, 707849.487049129 4442574.686400788, 707859.419049129 4442575.514400788, 707890.872049129 4442574.686400788, 707888.389049129 4442613.587400788, 707879.284049129 4442621.864400787, 707860.247049129 4442629.313400787, 707784.174049129 4442628.915400787))",333,333,3678,McMurren,Novel Energy Solutions LLC,A,40.110525,-90.559304,2000.0,"9561 Barlow SPUR, Rushville, IL  62681",434,Waitlist,,,Yes,"Rushville, IL 62681, USA",APPROXIMATE,"locality,political","9561 Barlow SPUR, Rushville, IL  62681",1.0,,,
375,375,61.51,"POLYGON ((777185.2412987862 4562074.277068427, 777166.7857021841 4562483.785115089, 777374.465093384 4562489.649401478, 777777.5451340013 4562513.791515002, 777778.171503406 4562500.00644953, 777789.3958834424 4562264.51493443, 777789.8599673912 4562254.733498042, 777789.9942066841 4562251.919147832, 777795.5226013991 4562135.622029838, 777795.8596397655 4562128.536118495, 777795.904938139 4562105.684549741, 777185.2412987862 4562074.277068427))",314,314,1698,1072 Bradford - Knobloch Farm 1,"Clean Energy Design Group, Inc.",A,41.163701,-89.692817,2000.0,"Parcel ID 02-27-300-003, Bradford, IL  61421",407,Waitlist,,,,"Bradford, IL 61421, USA",APPROXIMATE,"locality,political","Parcel ID 02-27-300-003, Bradford, IL  61421",1.0,,,
376,376,21.99,"POLYGON ((779382.581391647 4562584.293681626, 779394.8460862674 4562575.230957189, 779407.2971353563 4562566.402705747, 779415.1310845111 4562546.492233463, 779427.8458451617 4562487.090575586, 779443.8873110879 4562410.694848259, 779447.3619912415 4562391.559160253, 779457.7478270535 4562350.295371795, 779474.8947884687 4562289.045960342, 779479.1844134848 4562258.126343675, 779472.3159273504 4562232.893554175, 779463.0469506977 4562195.654750625, 779457.7713768021 4562181.373491206, 779277.3278147466 4562176.959484793, 779274.3095674131 4562202.219222398, 779231.0147984124 4562201.277248175, 779220.7791636982 4562407.973818009, 779235.8548922709 4562390.165971836, 779254.3083153245 4562369.128024088, 779259.6694574677 4562368.437467229, 779260.3611500391 4562373.796682606, 779241.9086534316 4562394.835697841, 779220.3193805639 4562417.257371831, 779212.449542911 4562576.184106044, 779382.581391647 4562584.293681626))",113,113,1702,1073 Bradford Knobloch Farm 2,"Clean Energy Design Group, Inc.",A,41.164497999999995,-89.669284,2000.0,"Parcel ID 02-26-300-007, Bradford, IL  61421",146,Waitlist,,,,"Bradford, IL 61421, USA",APPROXIMATE,"locality,political","Parcel ID 02-26-300-007, Bradford, IL  61421",1.0,,,
377,377,200.99,"POLYGON ((771192.5919055 4549447.508707467, 771206.1899390017 4549069.607969903, 771193.9944456697 4549006.375189637, 771175.0326933457 4548982.97199207, 771127.132547281 4548978.84792734, 771104.1382620204 4548956.813145314, 771075.5645437894 4548951.101331768, 771053.4082788001 4548921.561656844, 771037.1498196853 4548898.794977697, 771018.0003089553 4548868.455914429, 771041.6133820438 4548223.12034472, 770446.4471240193 4548203.121016745, 770446.0052681057 4548215.703260099, 770430.3405683117 4548609.347949876, 770422.2919565056 4548828.866779502, 770437.5938874151 4548847.369483694, 770459.6200096851 4548860.347042242, 770476.4013431454 4548875.509784256, 770497.3337828013 4548885.86638729, 770500.2091967764 4548900.037772924, 770498.8203812517 4548901.248454858, 770495.4571503799 4548931.575935115, 770489.5166446534 4548980.82533635, 770499.4375487766 4549003.155150467, 770515.126246267 4549015.696029462, 770513.8162535097 4549034.705289719, 770506.9772781528 4549039.989919929, 770492.6696458666 4549033.24700008, 770477.108997878 4549000.342115824, 770467.4938534447 4548955.11294761, 770467.928553673 4548911.850651478, 770452.5891732645 4548894.24066778, 770433.6672594261 4548891.663423907, 770419.4602021647 4548906.099350045, 770407.8536266937 4549222.625127881, 770405.8094473423 4549278.386178699, 770400.1165482034 4549433.613300689, 770992.9282054491 4549443.934700651, 771192.5919055 4549447.508707467), (770520.5908663138 4549017.799092251, 770568.5880192259 4549021.106735243, 770583.7766320074 4549015.153271686, 770599.4454388672 4549002.231732043, 770621.8947572273 4548981.222252532, 770637.1900319513 4548973.721091834, 770650.9736805016 4548965.400902778, 770668.6785725274 4548964.863431412, 770683.7986796964 4548967.178702165, 770697.1728599124 4548972.409537543, 770709.4008351127 4548985.980241168, 770726.2324157506 4548998.11564729, 770747.6016386575 4549002.134876308, 770762.8462085165 4549004.942989448, 770822.0784639423 4548999.684605612, 770824.5346292672 4549009.188111879, 770768.876727838 4549015.463811283, 770747.0410976487 4549016.292106378, 770724.8568946646 4549010.874225399, 770715.1134728952 4549005.536662228, 770704.7557964299 4548997.822711131, 770687.242611187 4548981.058443472, 770671.0930723615 4548978.390497848, 770651.6862208978 4548977.830134867, 770639.4872431214 4548985.545673715, 770628.7825894903 4548994.142207348, 770616.4225975983 4549004.179699231, 770599.8204253393 4549019.36997373, 770586.072768742 4549026.978776257, 770570.1088157229 4549032.878806503, 770518.1362281622 4549030.853231377, 770520.5908663138 4549017.799092251), (770830.210280214 4548995.746308057, 770863.4644955636 4548975.118411589, 770877.4473740247 4548956.982388012, 770873.7755242218 4548936.356424736, 770857.2114583931 4548899.562345265, 770846.721834579 4548867.006801805, 770841.2140261414 4548836.067876612, 770847.1118099813 4548805.91492225, 770859.959363982 4548804.253639109, 770858.2574365158 4548847.428814037, 770865.6885055229 4548887.413435573, 770878.7127034825 4548920.143652338, 770887.2790537397 4548943.653522832, 770884.7891856873 4548961.307251775, 770868.0095911208 4548983.07247622, 770849.3069501247 4548995.789007549, 770829.3368847454 4549008.420195869, 770830.0355462664 4548998.281883928, 770830.210280214 4548995.746308057))",776,776,1307,Essex Solar,"Essex Solar, LLC",A,41.050565999999996,-89.77933,2000.0,"41.050566°N, 89.779330°W, Wyoming 61491",125,Waitlist,,,Yes,,,,,, Wyoming 61491,,
378,378,200.99,"POLYGON ((771192.5919055 4549447.508707467, 771206.1899390017 4549069.607969903, 771193.9944456697 4549006.375189637, 771175.0326933457 4548982.97199207, 771127.132547281 4548978.84792734, 771104.1382620204 4548956.813145314, 771075.5645437894 4548951.101331768, 771053.4082788001 4548921.561656844, 771037.1498196853 4548898.794977697, 771018.0003089553 4548868.455914429, 771041.6133820438 4548223.12034472, 770446.4471240193 4548203.121016745, 770446.0052681057 4548215.703260099, 770430.3405683117 4548609.347949876, 770422.2919565056 4548828.866779502, 770437.5938874151 4548847.369483694, 770459.6200096851 4548860.347042242, 770476.4013431454 4548875.509784256, 770497.3337828013 4548885.86638729, 770500.2091967764 4548900.037772924, 770498.8203812517 4548901.248454858, 770495.4571503799 4548931.575935115, 770489.5166446534 4548980.82533635, 770499.4375487766 4549003.155150467, 770515.126246267 4549015.696029462, 770513.8162535097 4549034.705289719, 770506.9772781528 4549039.989919929, 770492.6696458666 4549033.24700008, 770477.108997878 4549000.342115824, 770467.4938534447 4548955.11294761, 770467.928553673 4548911.850651478, 770452.5891732645 4548894.24066778, 770433.6672594261 4548891.663423907, 770419.4602021647 4548906.099350045, 770407.8536266937 4549222.625127881, 770405.8094473423 4549278.386178699, 770400.1165482034 4549433.613300689, 770992.9282054491 4549443.934700651, 771192.5919055 4549447.508707467), (770520.5908663138 4549017.799092251, 770568.5880192259 4549021.106735243, 770583.7766320074 4549015.153271686, 770599.4454388672 4549002.231732043, 770621.8947572273 4548981.222252532, 770637.1900319513 4548973.721091834, 770650.9736805016 4548965.400902778, 770668.6785725274 4548964.863431412, 770683.7986796964 4548967.178702165, 770697.1728599124 4548972.409537543, 770709.4008351127 4548985.980241168, 770726.2324157506 4548998.11564729, 770747.6016386575 4549002.134876308, 770762.8462085165 4549004.942989448, 770822.0784639423 4548999.684605612, 770824.5346292672 4549009.188111879, 770768.876727838 4549015.463811283, 770747.0410976487 4549016.292106378, 770724.8568946646 4549010.874225399, 770715.1134728952 4549005.536662228, 770704.7557964299 4548997.822711131, 770687.242611187 4548981.058443472, 770671.0930723615 4548978.390497848, 770651.6862208978 4548977.830134867, 770639.4872431214 4548985.545673715, 770628.7825894903 4548994.142207348, 770616.4225975983 4549004.179699231, 770599.8204253393 4549019.36997373, 770586.072768742 4549026.978776257, 770570.1088157229 4549032.878806503, 770518.1362281622 4549030.853231377, 770520.5908663138 4549017.799092251), (770830.210280214 4548995.746308057, 770863.4644955636 4548975.118411589, 770877.4473740247 4548956.982388012, 770873.7755242218 4548936.356424736, 770857.2114583931 4548899.562345265, 770846.721834579 4548867.006801805, 770841.2140261414 4548836.067876612, 770847.1118099813 4548805.91492225, 770859.959363982 4548804.253639109, 770858.2574365158 4548847.428814037, 770865.6885055229 4548887.413435573, 770878.7127034825 4548920.143652338, 770887.2790537397 4548943.653522832, 770884.7891856873 4548961.307251775, 770868.0095911208 4548983.07247622, 770849.3069501247 4548995.789007549, 770829.3368847454 4549008.420195869, 770830.0355462664 4548998.281883928, 770830.210280214 4548995.746308057))",770,770,2661,Essex Solar 2,"Essex Solar, LLC",A,41.050565999999996,-89.77933,2000.0,"41.050566°N, 89.779330°W, Wyoming 61491",102,Waitlist,,,Yes,,,,,, Wyoming 61491,,
379,379,43.53,"POLYGON ((755173.8880628862 4689167.372619615, 755176.6045923461 4689076.100330735, 755286.8482173025 4689082.900163081, 755290.8080330821 4689026.863401854, 755221.9536102779 4688966.882728141, 755210.3580217933 4688950.784087725, 755167.6064506096 4688916.612445145, 755165.8168197842 4688909.644350616, 755151.871761765 4688902.577499586, 755148.950637792 4688890.792241684, 755092.3096279167 4688891.513040089, 754939.6182830642 4688861.99889154, 754923.836062067 4688815.044741048, 754487.5477284309 4689048.757543394, 754481.5523093981 4689135.650743913, 755173.8880628862 4689167.372619615))",440,440,1299,Kent,"Borrego Solar Systems, Inc.",B,42.311217600000006,-89.907479,2000.0,"15047 W Kent School Rd, Kent, IL  61044",73,Accepted,4.0,,Yes,"15047 W Kent School Rd, Kent, IL 61044, USA",ROOFTOP,street_address,"15047 W Kent School Rd, Kent, IL  61044",0.0,,,
380,380,21.05,"POLYGON ((789976.0890356437 4700357.470252853, 790013.6494129477 4699813.052934681, 789982.2569821007 4699811.532576312, 789959.0829318142 4699870.144394217, 789945.8036494962 4699913.789144691, 789921.1168984249 4699956.626617676, 789847.493315724 4700060.966823311, 789721.1410067251 4700244.374814573, 789707.8498095137 4700270.185812584, 789712.4712682432 4700276.882068605, 789726.323965674 4700279.136268347, 789756.9231535699 4700278.754106469, 789781.0054923117 4700280.458423072, 789795.946291236 4700285.337309753, 789856.6425358861 4700345.681819464, 789884.0008320633 4700373.094829806, 789902.39697098 4700401.1474321, 789914.9157997494 4700440.248677007, 789915.8481775761 4700440.32569681, 789970.0622127365 4700444.825549809, 789976.0890356437 4700357.470252853))",903,903,1734,Rock Run,"DG Illinois Solar, LLC",B,42.399415999999995,-89.477669,2000.0,"42.399416, -89.477669, Rock City 61070",310,Waitlist,,,Yes,,,,,, Rock City 61070,,
381,381,10.53,"POLYGON ((781864.8254341127 4689327.915575165, 782093.3114303532 4689342.697799229, 782102.2694688744 4689169.824997766, 781877.0099245827 4689131.586352044, 781867.6966173275 4689202.73610782, 781864.8254341127 4689327.915575165))",509,509,1578,IL_Stephenson_KST Properties,"SolAmerica IL, LLC",B,42.304219700000004,-89.5801336,2000.0,"1721 IL Route 75 E, Freeport, IL  61032",151,Waitlist,,Q17-00618,Yes,"1721 IL-75, Freeport, IL 61032, USA",ROOFTOP,street_address,"1721 IL Route 75 E, Freeport, IL  61032",0.0,,,
382,382,128.82,"POLYGON ((780413.1716641721 4690456.442824925, 780434.9384089343 4690061.824115091, 780443.9643593446 4689898.178163783, 780414.0111574872 4689875.318136598, 780328.3406678649 4689825.959743537, 780318.1122442968 4689826.511824179, 780302.9040176144 4689825.437419786, 780301.8019203562 4689804.979721148, 780304.8738244944 4689797.554675006, 780319.6343850889 4689804.965836163, 780325.0768102423 4689818.087098232, 780444.830274719 4689882.485826793, 780456.1966840264 4689676.406150525, 780442.8553930199 4689664.506010205, 780424.1136734062 4689659.360978882, 780401.3013031259 4689657.749417664, 780425.7901829348 4689256.995958311, 780269.6647980032 4689250.658920834, 780255.95207952 4689282.079738105, 780253.1627954205 4689303.535191394, 780238.32667158 4689315.223924279, 780224.2067555471 4689316.773843339, 780209.9087881616 4689320.858534255, 780190.0917946254 4689330.921732515, 780171.9907831692 4689334.737770521, 780150.0876547382 4689338.286226418, 780135.2515439085 4689349.974937981, 780119.5061898963 4689356.504720638, 780098.4984075362 4689347.378677801, 780079.2127990164 4689349.082174435, 780058.399264151 4689643.714800736, 779761.5603868163 4689627.450451329, 779759.7204655979 4689655.369263026, 779770.1615122873 4689668.075339951, 779775.3343285788 4689684.998467467, 779774.0808899649 4689702.741283968, 779770.292759588 4689720.305036572, 779765.6093045764 4689750.54222638, 779767.0696044968 4689765.929417418, 779775.5967687727 4689789.457869163, 779771.8085492067 4689807.022616574, 779762.3242169477 4689833.100635488, 779766.691265172 4689861.428869274, 779831.3674129208 4689919.492185893, 779884.9199134798 4689990.780108499, 779930.7780483941 4690037.597544734, 780030.1960458397 4690042.93045149, 780012.237006403 4690391.832604487, 780193.3192769141 4690402.169577243, 780189.10290077 4690445.25289737, 780413.1716641721 4690456.442824925), (780107.0094320842 4689930.049925997, 780094.4254780225 4689927.88722548, 780045.5361691301 4689916.790270379, 780021.1740236251 4689901.059745281, 780015.0781553399 4689861.145226708, 780022.8484343373 4689841.31540342, 780061.3155473089 4689837.664604818, 780096.0103738682 4689869.410179232, 780104.7156171014 4689890.403967099, 780131.2404159396 4689893.551542889, 780145.4627299987 4689908.566734132, 780144.8507703876 4689935.271679481, 780131.2809943607 4689947.048752273, 780107.0094320842 4689930.049925997))",406,406,2945,"Pretzel Solar, LLC","Cypress Creek Renewables, LLC",B,42.31044620000001,-89.6005128,2000.0,"605 E Currier Rd, Freeport, IL  61032",36,Accepted,1.0,,Yes,"605 E Currier Rd, Freeport, IL 61032, USA",ROOFTOP,street_address,"605 E Currier Rd, Freeport, IL  61032",0.0,,,
383,383,4.29,"POLYGON ((780127.5754084131 4690571.751348478, 780133.4804817156 4690564.937705494, 780134.6445649914 4690548.46216786, 780134.8984757606 4690526.827618565, 780159.515378139 4690520.924865945, 780184.2218315941 4690513.754759734, 780195.063249815 4690486.499869224, 780196.9279427938 4690460.108052743, 780027.6000976611 4690450.643571002, 780017.4211700137 4690594.709031336, 780030.2737340087 4690593.069790417, 780041.7694069936 4690592.608351185, 780068.5480890537 4690574.121620244, 780076.9590806672 4690563.252827983, 780090.6145645318 4690568.829969961, 780113.2654582947 4690572.186446082, 780127.5754084131 4690571.751348478))",563,563,3153,"Twist Solar, LLC","Cypress Creek Renewables, LLC",B,42.3164731,-89.6016335,2000.0,"604 E Currier Rd, Freeport, IL  61032",214,Waitlist,,,Yes,"604 E Currier Rd, Freeport, IL 61032, USA",RANGE_INTERPOLATED,street_address,"604 E Currier Rd, Freeport, IL  61032",0.0,,,
384,384,28.54,"POLYGON ((780286.1071991122 4677650.179447717, 780179.4809321684 4677645.201860245, 779893.7667712253 4677630.313831287, 779877.4754107208 4677923.479205842, 780209.9907804281 4677939.436386463, 780273.5169103411 4677942.484936575, 780275.6585765574 4677892.746631785, 780286.1071991122 4677650.179447717))",905,905,1090,Drake CSG 1,Sunvest New Energy LLC,B,42.2019611111111,-89.6066388888889,2000.0,"42°12'7.06""N,89°36'23.90""W, Freeport 61032",331,Waitlist,,18-00352,Yes,,,,,, Freeport 61032,,
385,385,38.59,"POLYGON ((779867.6139743488 4678027.223432614, 779877.4754107208 4677923.479205842, 779893.7667712253 4677630.313831287, 779503.6991026703 4677609.987661657, 779476.6760397331 4678007.719545846, 779867.6139743488 4678027.223432614))",628,628,1097,Drake CSG 2,Sunvest New Energy LLC,B,42.201788,-89.612444,2000.0,"19-31-400-002, Freeport, IL  61032",297,Waitlist,,18-00778,Yes,"Freeport, IL 61032, USA",APPROXIMATE,"locality,political","19-31-400-002, Freeport, IL  61032",1.0,,,
386,386,3.93,"POLYGON ((777385.6742078164 4693041.129045373, 777388.0418483969 4692992.893173092, 777100.1724825233 4692972.544851982, 777077.2715624091 4692972.198709895, 777061.2577361455 4692982.52944838, 777058.198753495 4693007.786867967, 777058.6598256363 4693019.282149608, 777385.6742078164 4693041.129045373))",441,441,1327,2662 IL Route  26N - Stephenson,"Borrego Solar Systems, Inc.",B,42.3401463,-89.6341607,2000.0,"2662 IL Route 26N, Freeport, IL  61032",74,Accepted,4.0,,Yes,"2662 IL-26 #26n, Freeport, IL 61032, USA",ROOFTOP,subpremise,"2662 IL Route 26N, Freeport, IL  61032",0.0,,,
387,387,20.1,"POLYGON ((772480.995593695 4687245.789824709, 772464.3273558695 4687549.197357967, 772473.9796186511 4687557.314758124, 772481.6715109578 4687556.584418355, 772502.216717209 4687554.214692217, 772519.1525363594 4687566.872706768, 772544.6010154707 4687585.226121413, 772565.3375431653 4687598.152562032, 772583.0798193289 4687599.405556961, 772599.9870271148 4687576.402035941, 772595.1722541302 4687554.411578107, 772590.8944368162 4687524.817716246, 772594.5933171671 4687508.522724874, 772627.62991715 4687509.582243891, 772631.3707795811 4687546.779528466, 772630.3862757378 4687560.720112048, 772645.2351918377 4687566.861984136, 772648.6789209747 4687572.199407958, 772640.9859446252 4687572.930675602, 772631.8468862961 4687576.104923335, 772637.0196343486 4687593.026451812, 772642.7436553503 4687620.175359105, 772652.4340624653 4687627.227495797, 772731.4501680181 4687626.440012669, 772737.4007532219 4687596.294888629, 772740.3995830643 4687499.716344141, 772738.1192538205 4687477.904839841, 772723.4958284711 4687414.467857547, 772720.7536635462 4687381.161740321, 772727.6875582429 4687337.076931354, 772716.8193722593 4687328.668096384, 772680.2485019334 4687323.538400265, 772663.4915933671 4687308.345941818, 772662.1060432526 4687273.863105483, 772663.1799880061 4687258.65527887, 772480.995593695 4687245.789824709))",896,896,1712,Harlem,"DG Illinois Solar, LLC",B,42.291503000000006,-89.692661,2000.0,"42.291503, -89.692661, Freeport 61032",261,Waitlist,,,Yes,,,,,, Freeport 61032,,
388,388,70.19,"POLYGON ((772923.1155122463 4686864.118526694, 772932.9168633812 4686693.245224063, 772933.6960485065 4686679.668152298, 772968.481932044 4686073.178873002, 772673.6143135987 4686051.736554687, 772661.9683356049 4686198.646516513, 772564.5220327489 4686194.179066034, 772557.7771194358 4686320.443335781, 772650.2180367131 4686328.992900508, 772636.4990319193 4686487.218441787, 772549.1299957847 4686482.251810254, 772530.1965989937 4686836.581004496, 772890.6625831383 4686862.034511947, 772923.1155122463 4686864.118526694))",636,636,1144,Plager Solar Project,SGC IL DEVELOPMENT ONE LLC,B,42.279449,-89.691633,2000.0,"3646-4204 Co Hwy 13, Freeport, IL  61032",305,Waitlist,,Q18-01251,Yes,"Co Hwy 13, Freeport, IL, USA",GEOMETRIC_CENTER,route,"3646-4204 Co Hwy 13, Freeport, IL  61032",1.0,,,
389,389,31.27,"POLYGON ((769919.5672562225 4691113.64759286, 770130.5364426603 4691127.881074969, 770141.6382925247 4690970.77590064, 770150.8532005186 4690948.504664264, 770174.1999783773 4690942.513301254, 770277.5602042181 4690939.628931815, 770288.6963409809 4690944.236425708, 770302.2015466143 4690735.772183151, 770205.9801474131 4690730.197453915, 769910.4552618311 4690713.081749329, 769908.3985192529 4690743.253171501, 769912.8578906644 4690766.128604744, 769908.2142057416 4690849.85368959, 769902.7394612628 4690909.322194208, 769900.0531294643 4690947.337921934, 769904.2254474824 4690960.367939778, 769911.0226886162 4690972.309928657, 769903.1644646716 4690993.40444912, 769894.3972278859 4691009.340656929, 769893.8744997272 4691034.774088399, 769896.1527888034 4691056.584899338, 769906.9306812986 4691066.26115329, 769907.0337657365 4691082.824181944, 769902.2471773732 4691096.494640951, 769904.8645268891 4691112.655740786, 769919.5672562225 4691113.64759286))",467,467,974,Bolton Freeport Solar 1,"Soltage IL Devco, LLC",B,42.322914600000004,-89.7202311,2000.0,"1610 N. Bolton Road, Freeport, IL  61032",102,Waitlist,,17-00456,Yes,"1610 N Bolton Rd, Freeport, IL 61032, USA",RANGE_INTERPOLATED,street_address,"1610 N. Bolton Road, Freeport, IL  61032",0.0,,,
