,index,CALCACRES,geometry,index_right,Unnamed: 0,Application ID,Project Name,Name of Approved Vendor,group,lat,lon,Size (kW AC),Address,Ordinal,Lottery Status,Block,Queue Number,Small Subscribers,formatted_address,accuracy,type,clean_add,man_update,town,lat_deg_dec_min,lon_deg_dec_min
129,129,1.14,"POLYGON ((871316.008361479 4575256.352179529, 871246.4344207114 4575251.537077365, 871240.7304662096 4575318.114126049, 871307.0783221654 4575322.706010859, 871309.8291969351 4575322.804039882, 871316.008361479 4575256.352179529))",620,620,2014,Ironstone 1,"OneEnergy Development, LLC",B,41.243758,-88.5696357,2000.0,"2660 South Kinsman Road, Verona, IL  60479",287,Waitlist,,,Yes,"2660 S Kinsman Rd, Verona, IL 60479, USA",RANGE_INTERPOLATED,street_address,"2660 South Kinsman Road, Verona, IL  60479",0.0,,,
130,130,1.14,"POLYGON ((871316.008361479 4575256.352179529, 871246.4344207114 4575251.537077365, 871240.7304662096 4575318.114126049, 871307.0783221654 4575322.706010859, 871309.8291969351 4575322.804039882, 871316.008361479 4575256.352179529))",700,700,3260,Ironstone 2,"OneEnergy Development, LLC",B,41.243758,-88.5696357,2000.0,"2660 South Kinsman Road, Verona, IL  60479",375,Waitlist,,,Yes,"2660 S Kinsman Rd, Verona, IL 60479, USA",RANGE_INTERPOLATED,street_address,"2660 South Kinsman Road, Verona, IL  60479",0.0,,,
131,131,9.27,"POLYGON ((758104.5325258193 4599532.962931152, 757887.3615258193 4599529.153931152, 757879.4795258193 4599699.363931152, 758096.6735258192 4599707.738931152, 758104.5325258193 4599532.962931152))",637,637,2021,Mott 1,"OneEnergy Development, LLC",B,41.5063844,-89.9092236,2000.0,"24680 E 2750 St, Prophetstown, IL  61277",306,Waitlist,,,Yes,"24680 E 2750 St, Prophetstown, IL 61277, USA",RANGE_INTERPOLATED,street_address,"24680 E 2750 St, Prophetstown, IL  61277",0.0,,,
132,132,9.27,"POLYGON ((758104.5325258193 4599532.962931152, 757887.3615258193 4599529.153931152, 757879.4795258193 4599699.363931152, 758096.6735258192 4599707.738931152, 758104.5325258193 4599532.962931152))",712,712,3262,Mott 2,"OneEnergy Development, LLC",B,41.5063844,-89.9092236,2000.0,"24680 E 2750 St, Prophetstown, IL  61277",390,Waitlist,,,Yes,"24680 E 2750 St, Prophetstown, IL 61277, USA",RANGE_INTERPOLATED,street_address,"24680 E 2750 St, Prophetstown, IL  61277",0.0,,,
133,133,21.97,"POLYGON ((755060.3665258193 4588417.168931152, 755043.6285258193 4588323.436931152, 755082.9985258193 4588325.975931152, 755085.5385258192 4588318.356931152, 755088.0785258192 4588301.846931152, 755094.4095258192 4588265.609931152, 755094.4095258192 4588240.209931152, 754695.1075258192 4588224.930931152, 754684.2185258192 4588517.747931152, 755060.3665258193 4588417.168931152))",61,61,966,Shabbona Creek,"Shabbona Creek Solar, LLC",A,41.406206,-89.950159,2000.0,"25287 US Hwy 6, Annawan, IL  61234",78,Waitlist,,,Yes,"25287 US-6, Annawan, IL 61234, USA",ROOFTOP,street_address,"25287 US Hwy 6, Annawan, IL  61234",0.0,,,
134,134,21.76,"POLYGON ((755446.9405258192 4567497.252931152, 755260.3365258193 4567492.862931152, 755259.7725258193 4567513.939931152, 755252.0975258192 4567799.954931152, 755278.1505258193 4567811.633931152, 755288.3105258192 4567814.173931152, 755295.9305258192 4567810.363931152, 755320.0605258192 4567807.823931152, 755334.0305258193 4567804.013931152, 755346.7305258192 4567801.473931152, 755361.9705258192 4567804.013931152, 755377.2105258192 4567810.363931152, 755377.2105258192 4567817.983931152, 755377.2105258192 4567848.463931152, 755378.4805258192 4567864.973931152, 755382.2905258193 4567873.863931152, 755393.7205258192 4567884.023931152, 755410.2305258192 4567892.913931152, 755418.2255258192 4567899.225931152, 755530.9645258193 4567901.752931152, 755535.9605258192 4567892.913931152, 755543.5805258192 4567872.593931152, 755543.5805258192 4567858.623931152, 755542.3105258192 4567840.843931152, 755535.9605258192 4567824.332931152, 755533.4205258193 4567815.443931152, 755523.2605258193 4567805.283931152, 755514.3705258192 4567795.123931152, 755505.4805258192 4567777.343931152, 755500.4005258193 4567741.783931152, 755500.4005258193 4567725.273931152, 755500.4005258193 4567707.493931152, 755496.5905258192 4567688.443931152, 755495.3205258192 4567665.583931152, 755497.8605258192 4567647.803931152, 755497.8605258192 4567626.213931152, 755497.8605258192 4567608.433931152, 755492.7795258192 4567585.573931152, 755482.6205258192 4567556.363931152, 755468.6505258193 4567533.503931152, 755454.6805258192 4567514.452931152, 755446.9405258192 4567497.252931152))",357,357,1710,1074 Kewanee Hier Farm,"Clean Energy Design Group, Inc.",A,41.221639,-89.952491,2000.0,"Parcel ID 2508200009, 1309 W South Street, Kewanee, IL  61443",468,Waitlist,,,,"1309 W South St, Kewanee, IL 61443, USA",ROOFTOP,street_address,"Parcel ID 2508200009, 1309 W South Street, Kewanee, IL  61443",1.0,,,
135,135,19.18,"POLYGON ((755495.1555258193 4563444.585931152, 755509.7365258193 4563054.942931152, 755482.7995258193 4563053.968931152, 755483.7015258193 4563076.532931152, 755482.4315258192 4563090.502931152, 755481.1615258192 4563103.202931152, 755477.3515258193 4563114.632931152, 755469.7315258193 4563119.712931152, 755450.6815258192 4563119.712931152, 755429.0905258192 4563115.902931152, 755421.4715258193 4563112.092931152, 755410.0415258192 4563112.092931152, 755402.2895258192 4563113.285931152, 755382.1015258193 4563729.313931152, 755378.1115258193 4563848.279931152, 755479.9105258193 4563851.983931152, 755495.1555258193 4563444.585931152))",241,241,4131,Whethersfield East,Novel Energy Solutions LLC,A,41.1820853,-89.9544869,2000.0,"25028 N 200th Ave, Galva, IL  61434",318,Waitlist,,,Yes,"25028 N 200th Ave, Galva, IL 61434, USA",ROOFTOP,street_address,"25028 N 200th Ave, Galva, IL  61434",0.0,,,
136,136,5.42,"POLYGON ((736824.2555258193 4562102.597931152, 736802.7335258193 4562102.495931152, 736798.3825258192 4562119.281931152, 736798.3825258192 4562135.791931152, 736792.0325258193 4562165.001931152, 736783.1425258192 4562211.991931152, 736762.8225258193 4562270.411931152, 736748.8525258192 4562300.891931152, 736736.1525258193 4562319.941931152, 736724.7225258192 4562325.021931152, 736715.8325258192 4562338.991931152, 736715.8325258192 4562350.421931152, 736722.1825258193 4562370.741931152, 736722.1825258193 4562383.441931152, 736715.8325258192 4562394.871931152, 736710.7525258192 4562417.731931152, 736714.5625258193 4562441.861931152, 736714.5625258193 4562459.641931152, 736714.5625258193 4562472.342931152, 736704.4025258193 4562485.041931152, 736676.4625258192 4562497.741931152, 736651.0625258193 4562512.980931152, 736635.8225258193 4562528.221931152, 736629.4725258192 4562543.461931152, 736602.8035258192 4562613.311931152, 736593.9125258193 4562627.282931152, 736583.7525258192 4562629.822931152, 736571.0525258193 4562627.282931152, 736550.7325258192 4562629.822931152, 736539.3025258193 4562627.282931152, 736525.3325258192 4562626.012931152, 736511.3625258192 4562626.012931152, 736499.9325258193 4562618.392931152, 736485.9625258192 4562615.852931152, 736470.7225258192 4562615.852931152, 736450.4015258192 4562622.202931152, 736440.2415258193 4562620.932931152, 736427.5415258192 4562608.231931152, 736391.9815258193 4562575.211931152, 736376.7415258193 4562570.131931152, 736357.6915258192 4562572.671931152, 736325.9415258192 4562568.861931152, 736312.7775258193 4562561.892931152, 736312.2755258193 4562583.734931152, 736334.8315258193 4562587.910931152, 736352.6115258193 4562589.181931152, 736378.0115258192 4562587.910931152, 736391.9815258193 4562592.991931152, 736409.7615258192 4562609.501931152, 736423.7315258193 4562626.012931152, 736435.1615258192 4562637.442931152, 736446.5915258193 4562638.712931152, 736465.6415258192 4562632.362931152, 736480.8825258192 4562631.092931152, 736494.8525258192 4562631.092931152, 736505.0115258192 4562641.252931152, 736517.7125258192 4562643.792931152, 736529.1425258192 4562641.252931152, 736540.5725258193 4562645.061931152, 736550.7325258192 4562646.332931152, 736559.6225258192 4562643.792931152, 736577.4025258193 4562641.252931152, 736593.9125258193 4562647.602931152, 736602.8035258192 4562661.572931152, 736602.8035258192 4562679.352931152, 736597.4835258193 4562708.074931152, 736616.6845258193 4562708.126931152, 736619.3125258193 4562695.862931152, 736619.3125258193 4562676.812931152, 736620.5825258192 4562655.222931152, 736617.4065258192 4562639.982931152, 736622.4875258192 4562620.932931152, 736656.7775258193 4562547.272931152, 736666.9375258193 4562537.111931152, 736688.5275258193 4562518.061931152, 736722.8175258193 4562497.741931152, 736736.7875258193 4562486.311931152, 736738.0575258193 4562476.151931152, 736735.5175258192 4562463.451931152, 736735.5175258192 4562449.480931152, 736740.5975258192 4562430.431931152, 736745.6775258193 4562416.461931152, 736745.6775258193 4562402.491931152, 736740.5975258192 4562385.982931152, 736740.5975258192 4562368.201931152, 736745.6775258193 4562344.071931152, 736762.1875258193 4562328.831931152, 736782.5075258192 4562309.781931152, 736791.3975258193 4562295.811931152, 736796.4775258192 4562279.301931152, 736797.7475258192 4562256.441931152, 736800.2875258193 4562234.851931152, 736804.7315258193 4562208.181931152, 736811.0825258192 4562198.021931152, 736817.4325258193 4562180.241931152, 736822.5125258192 4562161.192931152, 736827.5935258192 4562135.791931152, 736826.3225258193 4562114.200931152, 736824.2555258193 4562102.597931152))",67,67,1910,"Altona Solar, LLC","Geronimo Energy, LLC",A,41.1784672,-90.1777487,2000.0,"1982 IL HWY 82, Altona, IL  61414",85,Waitlist,,,Yes,"1982 IL-82, Altona, IL 61414, USA",ROOFTOP,street_address,"1982 IL HWY 82, Altona, IL  61414",0.0,,,
137,137,161.92,"POLYGON ((728437.9775258192 4561556.714931152, 728448.9415258192 4560807.647931152, 727980.9395258193 4560787.967931152, 727978.2085258192 4560841.662931152, 727957.8455258192 4560850.237931152, 727924.6195258192 4560853.451931152, 727902.1135258193 4560857.738931152, 727877.4605258192 4560855.594931152, 727854.9535258192 4560847.021931152, 727846.3795258192 4560832.016931152, 727846.3795258192 4560808.436931152, 727847.4505258192 4560806.293931152, 727867.8155258192 4560805.221931152, 727877.4605258192 4560806.293931152, 727877.4605258192 4560783.978931152, 727634.8695258192 4560774.626931152, 727628.5195258192 4561090.857931152, 727625.3725258192 4561589.881931152, 728028.7475258192 4561605.007931152, 728438.1745258193 4561620.361931152, 728437.9775258192 4561556.714931152))",452,452,3169,"Miacomet Solar, LLC","Cypress Creek Renewables, LLC",B,41.1667622,-90.2854508,2000.0,"8060 IL-17, Cornell, IL  61319",86,Waitlist,,,Yes,"8060 IL-17, Woodhull, IL 61490, USA",RANGE_INTERPOLATED,street_address,"8060 IL-17, Cornell, IL  61319",0.0,,,
138,138,1.62,"POLYGON ((760332.7905258193 4561667.861931152, 760361.6335258193 4561667.711931152, 760385.1905258192 4561668.861931152, 760415.0665258192 4561670.009931152, 760441.5805258192 4561671.143931152, 760444.8625258192 4561663.641931152, 760446.2115258193 4561650.196931152, 760449.0835258192 4561613.935931152, 760334.1975258193 4561608.308931152, 760332.7905258193 4561667.861931152))",328,328,4143,Hier Blackhawk Northwest,Novel Energy Solutions LLC,A,41.164418,-89.8962228,2000.0,"25-26-400-003, 998 Slant Rd- CSG A, Galva, IL  61434",428,Waitlist,,,Yes,"998 Slant Rd #003, Galva, IL 61434, USA",ROOFTOP,subpremise,"25-26-400-003, 998 Slant Rd- CSG A, Galva, IL  61434",0.0,,,
139,139,23.47,"POLYGON ((958577.7773870614 4528590.903988965, 958549.8650973834 4528586.900591362, 958534.9695279985 4528580.773558586, 958530.4985670666 4528571.533060263, 958529.6130295841 4528547.223610481, 958529.2112089512 4528481.767792647, 958533.319555181 4528459.077235475, 958545.9741411179 4528442.078040154, 958618.2158742431 4528448.799347278, 958625.9530967922 4528417.275282723, 958650.7341848044 4528260.720748365, 958414.1771392659 4528239.661977267, 958390.8694688766 4528597.68742882, 958400.3543353204 4528685.057556695, 958410.8397670749 4528714.801042015, 958472.6923362248 4528855.999377581, 958484.0120081322 4528878.871246693, 958526.4897776993 4528760.143547981, 958577.7773870614 4528590.903988965))",808,808,1935,North Sheldon Solar,"North Sheldon Solar, LLC",A,40.779453000000004,-87.567475,2000.0,"40.779453°N, 87.567475°W, Sheldon 60966",261,Waitlist,,,Yes,,,,,, Sheldon 60966,,
140,140,74.15,"POLYGON ((948602.072085218 4549257.58729759, 948660.8680336551 4548456.655586979, 948409.8584579099 4548435.006456771, 948405.4947857126 4548498.37381029, 948388.9836538823 4548497.2367962, 948383.4771832142 4548614.25971198, 948242.0359319441 4548607.010298598, 948197.9293262643 4549233.156149286, 948602.072085218 4549257.58729759))",104,104,3376,Iroquois Solar 3 LLC,TCA Microgrid Energy Management LLC,A,40.964293299999994,-87.66974,2000.0,"2420 3100 N, Beaverville, IL  60912",136,Waitlist,,,Yes,"2420 3100 N, Beaverville, IL 60912, USA",RANGE_INTERPOLATED,street_address,"2420 3100 N, Beaverville, IL  60912",0.0,,,
141,141,74.15,"POLYGON ((948602.072085218 4549257.58729759, 948660.8680336551 4548456.655586979, 948409.8584579099 4548435.006456771, 948405.4947857126 4548498.37381029, 948388.9836538823 4548497.2367962, 948383.4771832142 4548614.25971198, 948242.0359319441 4548607.010298598, 948197.9293262643 4549233.156149286, 948602.072085218 4549257.58729759))",174,174,3377,Iroquois Solar 3b LLC,TCA Microgrid Energy Management LLC,A,40.964293299999994,-87.66974,2000.0,"2420 3100 N, Beaverville, IL  60912",224,Waitlist,,,Yes,"2420 3100 N, Beaverville, IL 60912, USA",RANGE_INTERPOLATED,street_address,"2420 3100 N, Beaverville, IL  60912",0.0,,,
142,142,34.26,"POLYGON ((947250.6751488781 4527979.769349633, 947496.7148421294 4528004.907807172, 947510.9550313855 4527868.742310601, 947659.9800850641 4527878.966330766, 947678.9323637673 4527618.632297028, 947275.6507047437 4527586.575212028, 947271.2379894734 4527656.053257084, 947250.6751488781 4527979.769349633))",161,161,3971,Barker No. 2,Novel Energy Solutions LLC,A,40.7783588,-87.6961432,2000.0,"1850 County Road 2280 E, Watseka, IL  60970",206,Waitlist,,,Yes,"1850 County Rd 2280 E, Watseka, IL 60970, USA",ROOFTOP,street_address,"1850 County Road 2280 E, Watseka, IL  60970",0.0,,,
143,143,34.26,"POLYGON ((947250.6751488781 4527979.769349633, 947496.7148421294 4528004.907807172, 947510.9550313855 4527868.742310601, 947659.9800850641 4527878.966330766, 947678.9323637673 4527618.632297028, 947275.6507047437 4527586.575212028, 947271.2379894734 4527656.053257084, 947250.6751488781 4527979.769349633))",65,65,3969,Barker,Novel Energy Solutions LLC,A,40.7783588,-87.6961432,2000.0,"1850 County Road 2280 E, Watseka, IL  60970",83,Waitlist,,,Yes,"1850 County Rd 2280 E, Watseka, IL 60970, USA",ROOFTOP,street_address,"1850 County Road 2280 E, Watseka, IL  60970",0.0,,,
144,144,26.07,"POLYGON ((942937.6689110671 4526364.06185534, 943281.845648044 4526387.668165688, 943306.6624114914 4526118.85678389, 943294.6579636589 4526107.825448401, 942974.372687706 4526033.543046175, 942970.3884134109 4526035.821784316, 942963.6027853526 4526041.736385493, 942937.6689110671 4526364.06185534))",8,8,3370,Iroquois Solar 1b LLC,TCA Microgrid Energy Management LLC,A,40.768842799999994,-87.751857,2000.0,"1910 County Road 1980 E, Watseka, IL  60970",11,Accepted,1.0,,Yes,"1910 County Rd 1980 E, Watseka, IL 60970, USA",RANGE_INTERPOLATED,street_address,"1910 County Road 1980 E, Watseka, IL  60970",0.0,,,
145,145,26.07,"POLYGON ((942937.6689110671 4526364.06185534, 943281.845648044 4526387.668165688, 943306.6624114914 4526118.85678389, 943294.6579636589 4526107.825448401, 942974.372687706 4526033.543046175, 942970.3884134109 4526035.821784316, 942963.6027853526 4526041.736385493, 942937.6689110671 4526364.06185534))",189,189,3367,Iroquois Solar 1 LLC,TCA Microgrid Energy Management LLC,A,40.768842799999994,-87.751857,2000.0,"1910 County Road 1980 E, Watseka, IL  60970",247,Waitlist,,,Yes,"1910 County Rd 1980 E, Watseka, IL 60970, USA",RANGE_INTERPOLATED,street_address,"1910 County Road 1980 E, Watseka, IL  60970",0.0,,,
146,146,34.98,"POLYGON ((833026.3505354709 4191394.586694668, 833027.1477582786 4191371.327048698, 833041.0410470285 4190966.018670576, 832951.6788895284 4190962.307523938, 832953.7827075636 4190969.642129073, 832970.6986916668 4191013.659133286, 832951.3718361921 4190987.319757289, 832940.8527576055 4190972.631710223, 832907.3892920783 4191017.608457631, 832919.2509567922 4190991.622411771, 832939.458013359 4190954.710293656, 832756.2542721403 4190945.222631154, 832736.3326132137 4190944.190923093, 832713.5809871708 4190941.453681573, 832696.0965479852 4191312.268145924, 832702.4497247499 4191313.119145772, 832701.4139541443 4191376.74157553, 833026.3505354709 4191394.586694668))",276,276,4326,Blumenstock #2 Community Solar,"Carbon Solutions Group SREC, LLC",A,37.8077438,-89.2200776,2000.0,"201 Hereford Ln, De Soto, IL  62924",362,Waitlist,,,Yes,"201 Hereford Ln, De Soto, IL 62924, USA",RANGE_INTERPOLATED,street_address,"201 Hereford Ln, De Soto, IL  62924",0.0,,,
147,147,34.98,"POLYGON ((833026.3505354709 4191394.586694668, 833027.1477582786 4191371.327048698, 833041.0410470285 4190966.018670576, 832951.6788895284 4190962.307523938, 832953.7827075636 4190969.642129073, 832970.6986916668 4191013.659133286, 832951.3718361921 4190987.319757289, 832940.8527576055 4190972.631710223, 832907.3892920783 4191017.608457631, 832919.2509567922 4190991.622411771, 832939.458013359 4190954.710293656, 832756.2542721403 4190945.222631154, 832736.3326132137 4190944.190923093, 832713.5809871708 4190941.453681573, 832696.0965479852 4191312.268145924, 832702.4497247499 4191313.119145772, 832701.4139541443 4191376.74157553, 833026.3505354709 4191394.586694668))",251,251,4324,Blumenstock #1 Community Solar,"Carbon Solutions Group SREC, LLC",A,37.8077438,-89.2200776,2000.0,"201 Hereford Ln, De Soto, IL  62924",333,Waitlist,,,Yes,"201 Hereford Ln, De Soto, IL 62924, USA",RANGE_INTERPOLATED,street_address,"201 Hereford Ln, De Soto, IL  62924",0.0,,,
148,148,2.82,"POLYGON ((872720.4964692027 4249884.869152381, 872718.3604210741 4249865.47811537, 872698.9539326595 4249840.557570389, 872700.1464648375 4249822.233163861, 872711.4680207995 4249809.826518734, 872728.3079350856 4249765.146694445, 872619.627832022 4249766.691447066, 872612.0300315816 4249883.439086214, 872720.4964692027 4249884.869152381))",319,319,973,"Ice Plant Solar, LLC","Ice Plant Solar, LLC",A,38.319448799999996,-88.7377406,2000.0,"332-328 Paul Ave, Bluford, IL  62814",416,Waitlist,,,Yes,"332 Paul Ave, Bluford, IL 62814, USA",RANGE_INTERPOLATED,street_address,"332-328 Paul Ave, Bluford, IL  62814",0.0,,,
149,149,6.83,"POLYGON ((844293.7267502092 4235008.950345969, 844293.2205501468 4235015.56043298, 844274.1458468486 4235264.798991506, 844273.0948642481 4235278.520245851, 844368.9601213636 4235336.778756574, 844381.3485373161 4235013.362477419, 844293.7267502092 4235008.950345969))",360,360,961,SPG IL Bonnie Crossing Solar LLC,Solar Provider Group LLC,A,38.1974532,-89.0682948,1500.0,"4490 E Bonnie Road, Waltonville, IL  62894",472,Waitlist,,1,Yes,"4490 E Bonnie Rd, Waltonville, IL 62894, USA",ROOFTOP,premise,"4490 E Bonnie Road, Waltonville, IL  62894",0.0,,,
150,150,27.56,"POLYGON ((836775.1408589623 4265460.81092338, 836776.3764801808 4265417.534647037, 836778.8006305203 4265332.624104337, 836784.5717132714 4265130.4882582, 836784.5685067947 4265130.383726583, 836782.9570082003 4265105.931303544, 836551.5834176934 4265095.055854212, 836537.0293453215 4265101.373101785, 836530.0251828926 4265111.107276469, 836510.5004137136 4265117.476160388, 836481.4071815482 4265114.302834762, 836462.8466094134 4265110.589362577, 836460.8549134398 4265199.634448689, 836453.7281537962 4265367.328963783, 836453.8633661293 4265404.281775114, 836455.7640200779 4265433.706271659, 836493.9853653819 4265433.65390448, 836493.3227834222 4265443.802093577, 836775.1408589623 4265460.81092338))",823,823,978,Centralia Industries CSG,Sunvest New Energy LLC,A,38.4714444444445,-89.1424222222222,2000.0,"38°28'17.20""N,89° 8'32.72""W, Centralia 62801",314,Waitlist,,,Yes,,,,,, Centralia 62801,,
151,151,31.83,"POLYGON ((702513.3039969144 4700766.139435817, 702490.8109969144 4700784.884435816, 702490.6149969144 4700785.047435816, 702469.0249969144 4700811.717435816, 702453.7849969144 4700866.327435816, 702446.1649969144 4700932.367435816, 702415.6849969144 4701032.697435816, 702371.2359969144 4701160.967435816, 702357.2649969144 4701177.478435816, 702351.0529969144 4701177.373435816, 702342.2959969144 4701174.482435816, 702331.6559969144 4701174.482435816, 702317.8779969144 4701176.813435816, 702302.8809969143 4701176.561435816, 702294.7259969144 4701166.971435816, 702291.6209969145 4701147.554435817, 702292.4949969144 4701108.897435816, 702288.6849969144 4701097.467435816, 702281.0649969144 4701094.927435816, 702222.6449969144 4701093.657435816, 702196.4559969144 4701092.486435817, 702179.4649969144 4701091.117435816, 702162.9549969144 4701075.877435816, 702161.4039969144 4701066.824435816, 702157.0229969145 4701062.442435816, 702150.9149969144 4701059.825435816, 702148.8859969144 4701051.801435816, 702142.4039969144 4701044.488435816, 702138.2459969145 4701034.900435816, 702122.9739969145 4701022.570435816, 702113.4239969144 4701009.837435816, 702088.0239969144 4700975.547435816, 702081.9129969144 4700967.302435816, 702075.3239969144 4700946.337435816, 702069.3939969144 4700932.250435816, 702067.6639969144 4700931.353435816, 702052.4639969144 4700923.477435816, 702037.2239969145 4700915.856435816, 702032.1439969144 4700900.617435816, 702027.3119969144 4700883.704435816, 702027.0639969144 4700882.837435816, 702022.1749969143 4700875.945435816, 702017.5049969144 4700872.314435816, 702009.7229969144 4700869.185435816, 702002.0209969144 4700859.863435816, 701999.1849969144 4700853.378435817, 701996.3479969144 4700849.730435817, 701995.5379969144 4700844.056435816, 701999.1439969144 4700836.354435816, 702002.0209969144 4700833.113435816, 702002.0209969144 4700823.386435816, 702005.4889969144 4700817.966435816, 702010.1279969144 4700812.443435816, 702015.1949969144 4700808.795435816, 702019.2479969144 4700799.474435817, 702025.3269969143 4700786.504435816, 702030.1909969144 4700781.640435816, 702036.2699969144 4700786.099435817, 702037.8909969144 4700793.799435816, 702039.9189969144 4700791.368435816, 702037.8909969144 4700781.235435816, 702039.9469969145 4700773.125435816, 702043.5739969144 4700769.807435816, 702079.1339969144 4700739.327435816, 702091.5929969144 4700728.547435816, 702106.5889969144 4700704.228435816, 702145.4979969144 4700669.778435816, 702168.0349969144 4700691.066435816, 702179.4649969144 4700716.467435816, 702175.0849969144 4700743.137435816, 702152.3879969144 4700764.618435816, 702164.6149969144 4700776.865435816, 702176.9249969143 4700785.047435816, 702184.8119969144 4700813.659435816, 702188.1919969145 4700847.080435816, 702189.6249969144 4700861.247435817, 702185.4199969145 4700878.912435817, 702210.7519969144 4700985.506435816, 702239.1219969144 4700983.479435816, 702241.3149969144 4700973.881435816, 702243.5799969144 4700971.320435816, 702245.5049969144 4700945.067435816, 702254.1179969144 4700953.487435816, 702258.1159969145 4700964.855435817, 702257.3599969144 4700972.941435816, 702261.8189969144 4700980.237435816, 702267.8979969145 4700982.669435816, 702269.5639969144 4700990.360435816, 702267.4929969144 4700996.854435816, 702274.3829969144 4701002.934435816, 702274.9859969144 4701009.362435816, 702272.7619969144 4701020.361435817, 702276.0039969144 4701032.520435817, 702284.5169969144 4701028.872435817, 702291.2249969144 4701021.267435816, 702299.1069969144 4701014.282435816, 702303.5649969144 4701009.013435816, 702305.5909969144 4701002.934435816, 702302.3489969145 4700998.881435816, 702301.1329969144 4700992.801435816, 702297.0799969144 4700984.696435817, 702296.3059969144 4700974.277435816, 702297.8899969144 4700965.646435816, 702303.9689969145 4700959.972435816, 702305.9959969145 4700951.865435816, 702302.3489969145 4700947.408435816, 702294.2439969144 4700940.517435816, 702289.0909969144 4700933.942435816, 702290.1889969144 4700929.574435816, 702286.7739969144 4700922.478435816, 702289.4069969144 4700914.055435816, 702293.0269969144 4700912.552435816, 702290.9999969144 4700902.419435816, 702297.5749969144 4700898.077435816, 702298.3049969143 4700892.237435816, 702302.7539969144 4700889.855435817, 702305.1859969144 4700879.317435816, 702300.1149969144 4700877.757435816, 702296.3059969144 4700856.166435816, 702296.3059969144 4700837.117435816, 702298.8449969144 4700819.337435816, 702303.9689969145 4700815.279435816, 702303.9689969145 4700808.795435816, 702300.5449969145 4700805.186435816, 702296.3059969144 4700785.047435816, 702283.9129969144 4700758.611435817, 702277.2549969144 4700744.407435816, 702263.2849969144 4700722.817435816, 702249.3149969144 4700710.117435816, 702239.1549969144 4700698.687435816, 702235.6769969144 4700690.448435816, 702233.2449969144 4700677.479435816, 702235.2709969144 4700668.967435816, 702248.2189969145 4700662.840435816, 702256.7529969144 4700661.267435816, 702269.6359969144 4700669.476435816, 702317.8949969144 4700730.437435816, 702321.6499969144 4700736.279435816, 702329.3249969144 4700748.217435816, 702348.5529969144 4700758.945435816, 702367.6019969144 4700765.834435816, 702388.6769969144 4700765.023435816, 702397.1889969144 4700768.266435816, 702404.0789969144 4700765.834435816, 702406.9159969144 4700760.565435817, 702418.6689969144 4700751.243435816, 702428.3849969144 4700739.327435816, 702428.8019969144 4700729.357435816, 702421.9129969144 4700724.899435816, 702421.9129969144 4700717.603435816, 702425.9649969144 4700707.471435816, 702428.8259969144 4700678.036435816, 702429.6549969144 4700669.476435816, 702443.8399969144 4700626.922435816, 702175.6549969144 4700628.836435816, 701910.4209969144 4700868.924435816, 701903.8739969144 4701096.197435816, 701944.9939969144 4701097.287435817, 701955.9049969144 4701097.575435816, 701967.0259969144 4701097.870435816, 702209.2969969144 4701104.289435816, 702287.4149969144 4701106.357435816, 702283.2769969144 4701203.021435816, 702282.7219969144 4701217.448435816, 702289.8389969144 4701218.259435816, 702454.6639969144 4701222.969435817, 702513.3039969144 4700766.139435817), (702001.1689969144 4701090.609435816, 701991.7809969144 4701073.709435816, 701991.7809969144 4701065.572435816, 701981.3439969145 4701042.857435816, 701962.3609969144 4701028.642435816, 701946.7129969144 4701016.124435816, 701926.7339969144 4701003.487435816, 701922.9279969144 4700992.339435816, 701923.5529969144 4700977.942435816, 701926.0589969144 4700962.920435816, 701936.8939969144 4700955.227435816, 701947.3389969144 4700935.380435816, 701944.5139969144 4700924.747435817, 701950.8649969144 4700917.127435816, 701957.2139969144 4700910.777435816, 701968.6439969144 4700912.047435816, 701978.8039969144 4700928.557435816, 701986.4239969144 4700951.417435816, 701995.5349969144 4700965.424435816, 702016.1909969144 4701006.109435816, 702035.5929969144 4701047.420435816, 702041.8539969143 4701049.298435817, 702046.8609969144 4701054.305435816, 702046.1139969144 4701060.637435816, 702036.2209969144 4701071.205435816, 702015.5649969144 4701083.724435817, 702001.1689969144 4701090.609435816))",327,327,4177,South Menominee Solar Farm,"Bluestem Energy Solutions, LLC",A,42.4337371,-90.5450388,1162.0,"Near 5005 Sand Ridge Rd (address TBD), East Dubuque, IL  61025",427,Waitlist,,South Menominee Project,Yes,"5005 Sandridge Rd, East Dubuque, IL 61025, USA",ROOFTOP,street_address,"5005 Sand Ridge Rd (address TBD), East Dubuque, IL  61025",0.0,,,
